Epoch,Correct,Total,Accuracy
10,33900,38280,0.8856
11,34120,38280,0.8913
12,34302,38280,0.8961
13,34467,38280,0.9004
14,34578,38280,0.9033
15,34672,38280,0.9057
16,34747,38280,0.9077
17,34904,38280,0.9118
18,34969,38280,0.9135
19,35018,38280,0.9148
20,35022,38280,0.9149
21,35056,38280,0.9158
22,35130,38280,0.9177
23,35121,38280,0.9175
24,35184,38280,0.9191
25,35147,38280,0.9182
26,34995,38280,0.9142
27,34888,38280,0.9114
28,34944,38280,0.9129
29,34798,38280,0.909
30,34777,38280,0.9085
31,34819,38280,0.9096
32,34850,38280,0.9104
33,34974,38280,0.9136
34,35030,38280,0.9151
35,34748,38280,0.9077
36,34618,38280,0.9043
37,34325,38280,0.8967
38,34264,38280,0.8951
39,34247,38280,0.8946
40,34328,38280,0.8968
41,34314,38280,0.8964
42,34069,38280,0.89
43,33745,38280,0.8815
44,33486,38280,0.8748
45,33400,38280,0.8725
46,33003,38280,0.8621
47,32748,38280,0.8555
48,32201,38280,0.8412
49,32226,38280,0.8418
50,32095,38280,0.8384
51,32226,38280,0.8418
52,32241,38280,0.8422
53,32515,38280,0.8494
54,32710,38280,0.8545
55,32745,38280,0.8554
56,32566,38280,0.8507
57,32487,38280,0.8487
58,32471,38280,0.8482
59,32009,38280,0.8362
60,31448,38280,0.8215
61,31297,38280,0.8176
62,30735,38280,0.8029
63,30377,38280,0.7935
64,30561,38280,0.7984
65,30387,38280,0.7938
66,30450,38280,0.7955
67,30356,38280,0.793
68,30301,38280,0.7916
69,30035,38280,0.7846
70,30303,38280,0.7916
71,30227,38280,0.7896
72,30158,38280,0.7878
73,30562,38280,0.7984
74,30767,38280,0.8037
75,30698,38280,0.8019
76,30885,38280,0.8068
77,30788,38280,0.8043
78,30571,38280,0.7986
79,30368,38280,0.7933
80,29889,38280,0.7808
81,29849,38280,0.7798
82,30109,38280,0.7865
83,30342,38280,0.7926
84,30404,38280,0.7943
85,30422,38280,0.7947
86,29916,38280,0.7815
87,30021,38280,0.7842
88,30029,38280,0.7845
89,29851,38280,0.7798
90,30155,38280,0.7877
91,30183,38280,0.7885
92,29538,38280,0.7716
93,29218,38280,0.7633
94,29313,38280,0.7658
95,28795,38280,0.7522
96,28612,38280,0.7474
97,28456,38280,0.7434
98,28827,38280,0.7531
99,28692,38280,0.7495
