,pca_variance_class
0,0.6860374222505049
1,0.7708688615250713
2,0.7033410216704323
3,0.7155378772837666
4,0.7261161640573484
5,0.7166557837816069
6,0.7176700126046792
7,0.7312876619559464
8,0.7172625463581578
9,0.7342073870582562
