Epoch,Correct,Total,Accuracy
40,6616,13900,0.476
41,6622,13900,0.4764
42,6906,13900,0.4968
43,6835,13900,0.4917
44,6703,13900,0.4822
45,6995,13900,0.5032
46,7265,13900,0.5227
47,7410,13900,0.5331
48,7296,13900,0.5249
49,7726,13900,0.5558
50,7383,13900,0.5312
51,7666,13900,0.5515
52,7261,13900,0.5224
53,8005,13900,0.5759
54,8117,13900,0.584
55,8550,13900,0.6151
56,8170,13900,0.5878
57,8130,13900,0.5849
58,8351,13900,0.6008
59,8569,13900,0.6165
60,8401,13900,0.6044
61,8589,13900,0.6179
62,8512,13900,0.6124
63,9034,13900,0.6499
64,8598,13900,0.6186
65,8695,13900,0.6255
66,8928,13900,0.6423
67,8566,13900,0.6163
68,8867,13900,0.6379
69,9052,13900,0.6512
70,9087,13900,0.6537
71,9160,13900,0.659
72,9224,13900,0.6636
73,9042,13900,0.6505
74,9307,13900,0.6696
75,9460,13900,0.6806
76,9359,13900,0.6733
77,9555,13900,0.6874
78,8946,13900,0.6436
79,9320,13900,0.6705
80,9565,13900,0.6881
81,9384,13900,0.6751
82,9429,13900,0.6783
83,10095,13900,0.7263
84,9079,13900,0.6532
85,9938,13900,0.715
86,10108,13900,0.7272
87,10075,13900,0.7248
88,9373,13900,0.6743
89,9756,13900,0.7019
90,10207,13900,0.7343
91,10370,13900,0.746
92,10176,13900,0.7321
93,10045,13900,0.7227
94,9994,13900,0.719
95,9800,13900,0.705
96,9991,13900,0.7188
97,10487,13900,0.7545
98,9900,13900,0.7122
99,10447,13900,0.7516
