,number_pca_components_class
0,169
1,117
2,157
3,147
4,135
5,159
6,184
7,181
8,152
9,141
10,182
11,160
12,123
13,169
14,186
15,169
16,202
17,194
18,173
19,173
20,143
21,164
22,139
23,146
24,170
25,175
26,165
27,173
28,143
29,158
30,166
31,155
32,166
33,154
34,146
35,120
36,158
37,152
38,177
39,167
40,182
41,168
42,170
43,174
44,126
45,162
46,178
47,163
48,162
49,112
50,117
51,129
52,124
53,138
54,153
55,134
56,132
57,108
58,119
59,204
60,144
61,166
62,143
63,185
64,210
65,152
66,142
67,208
68,153
69,168
70,142
71,187
72,193
73,202
74,192
75,155
76,234
77,161
78,148
79,223
80,206
81,127
82,144
83,196
84,142
85,173
86,149
87,144
88,195
89,207
90,189
91,164
92,168
93,141
94,133
95,176
96,158
97,146
98,185
99,188
100,190
101,178
102,210
103,145
104,179
105,161
106,181
107,134
108,150
109,194
110,149
111,127
112,149
113,205
114,149
115,147
116,126
117,186
118,136
119,159
120,175
121,138
122,188
123,163
124,155
125,175
126,138
127,169
128,146
129,181
130,183
131,199
132,200
133,105
134,176
135,220
136,164
137,174
138,192
139,185
140,146
141,164
142,187
143,136
144,204
145,119
146,155
147,180
148,175
149,215
150,175
151,170
152,178
153,151
154,151
155,157
156,175
157,159
158,199
159,191
160,205
161,204
162,127
163,183
164,133
165,116
166,110
167,164
168,213
169,166
170,141
171,159
172,177
173,149
174,173
175,211
176,146
177,145
178,147
179,175
180,181
181,146
182,149
183,156
184,173
185,202
186,173
187,178
188,199
189,184
190,161
191,126
192,148
193,148
194,138
195,149
196,188
197,161
198,159
199,160
