Epoch,Correct,Total,Accuracy
40,199,32303,0.0062
41,204,32303,0.0063
42,176,32303,0.0054
43,194,32303,0.006
44,195,32303,0.006
45,208,32303,0.0064
46,260,32303,0.008
47,313,32303,0.0097
48,334,32303,0.0103
49,312,32303,0.0097
50,280,32303,0.0087
51,259,32303,0.008
52,302,32303,0.0093
53,306,32303,0.0095
54,292,32303,0.009
55,475,32303,0.0147
56,340,32303,0.0105
57,300,32303,0.0093
58,299,32303,0.0093
59,276,32303,0.0085
60,268,32303,0.0083
61,242,32303,0.0075
62,331,32303,0.0102
63,349,32303,0.0108
64,258,32303,0.008
65,225,32303,0.007
66,253,32303,0.0078
67,254,32303,0.0079
68,383,32303,0.0119
69,237,32303,0.0073
70,329,32303,0.0102
71,222,32303,0.0069
72,233,32303,0.0072
73,221,32303,0.0068
74,208,32303,0.0064
75,184,32303,0.0057
76,210,32303,0.0065
77,278,32303,0.0086
78,281,32303,0.0087
79,180,32303,0.0056
80,241,32303,0.0075
81,219,32303,0.0068
82,199,32303,0.0062
83,262,32303,0.0081
84,189,32303,0.0059
85,261,32303,0.0081
86,236,32303,0.0073
87,204,32303,0.0063
88,236,32303,0.0073
89,228,32303,0.0071
90,190,32303,0.0059
91,210,32303,0.0065
92,263,32303,0.0081
93,193,32303,0.006
94,285,32303,0.0088
95,184,32303,0.0057
96,173,32303,0.0054
97,186,32303,0.0058
98,243,32303,0.0075
99,189,32303,0.0059
