,pca_variance_class
0,0.3639749107222613
1,0.42177533290139013
2,0.2607808991171831
3,0.28112605045107697
4,0.3888539766677668
5,0.27572098880600515
6,0.3247579297642667
7,0.4963742933262926
8,0.20310559150380664
9,0.37924883461097997
