Epoch,Correct,Total,Accuracy
40,1398,43276,0.0323
41,1441,43276,0.0333
42,1446,43276,0.0334
43,1318,43276,0.0305
44,1427,43276,0.033
45,1689,43276,0.039
46,1859,43276,0.043
47,1681,43276,0.0388
48,1739,43276,0.0402
49,2039,43276,0.0471
50,2573,43276,0.0595
51,2440,43276,0.0564
52,2678,43276,0.0619
53,2803,43276,0.0648
54,3205,43276,0.0741
55,3235,43276,0.0748
56,3267,43276,0.0755
57,3196,43276,0.0739
58,3586,43276,0.0829
59,3666,43276,0.0847
60,3583,43276,0.0828
61,3592,43276,0.083
62,3720,43276,0.086
63,3736,43276,0.0863
64,4057,43276,0.0937
65,3943,43276,0.0911
66,3980,43276,0.092
67,4285,43276,0.099
68,4154,43276,0.096
69,4159,43276,0.0961
70,3973,43276,0.0918
71,3925,43276,0.0907
72,4139,43276,0.0956
73,4011,43276,0.0927
74,4077,43276,0.0942
75,4289,43276,0.0991
76,4156,43276,0.096
77,4202,43276,0.0971
78,4188,43276,0.0968
79,3904,43276,0.0902
80,3748,43276,0.0866
81,4127,43276,0.0954
82,4443,43276,0.1027
83,4285,43276,0.099
84,4629,43276,0.107
85,4564,43276,0.1055
86,4037,43276,0.0933
87,4487,43276,0.1037
88,4344,43276,0.1004
89,3873,43276,0.0895
90,4581,43276,0.1059
91,3976,43276,0.0919
92,4203,43276,0.0971
93,3933,43276,0.0909
94,4183,43276,0.0967
95,4881,43276,0.1128
96,4438,43276,0.1026
97,4183,43276,0.0967
98,4218,43276,0.0975
99,4111,43276,0.095
