epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,13.239999999999998,27.625,27.060000000000002,21.44,66.67833333333333,68.15
1,18.535,51.671666666666674,51.339999999999996,20.696666666666665,62.92666666666666,63.800000000000004
2,22.763333333333332,73.23833333333334,73.71,22.426666666666666,71.92666666666668,72.81
4,25.014999999999997,84.56833333333333,85.3,24.851666666666667,83.49,84.06
6,25.671666666666663,87.5,87.64,25.53,86.64833333333334,87.03999999999999
8,25.948333333333334,88.57833333333333,88.7,25.779999999999998,87.625,88.08
10,26.118333333333332,89.27000000000001,89.27000000000001,25.94166666666667,88.31666666666666,88.5
12,26.236666666666668,89.75166666666667,89.75999999999999,26.113333333333333,88.81166666666667,88.81
14,26.331666666666663,90.05833333333332,90.0,26.223333333333333,89.20333333333333,89.03999999999999
16,26.491666666666667,90.275,90.27,26.334999999999997,89.36666666666667,89.27000000000001
18,26.566666666666666,90.38833333333334,90.38000000000001,26.418333333333333,89.50333333333333,89.33
20,26.626666666666665,90.42666666666666,90.48,26.481666666666666,89.64,89.46
25,26.761666666666667,90.59333333333333,90.64,26.68333333333333,89.86833333333333,89.73
30,26.888333333333332,90.565,90.58,26.886666666666663,90.07166666666667,89.96
35,27.026666666666664,90.22833333333334,90.21000000000001,26.976666666666667,89.81,89.9
40,27.151666666666667,89.70833333333333,89.59,27.125,89.67666666666668,89.58
45,27.203333333333333,89.14999999999999,89.25999999999999,27.213333333333335,89.265,89.22
50,27.25166666666667,88.58166666666666,88.59,27.256666666666668,88.85,88.98
55,27.231666666666666,87.985,88.17,27.30666666666667,88.59333333333333,88.6
60,27.268333333333334,87.97333333333334,88.12,27.321666666666665,88.36500000000001,88.48
65,27.281666666666666,87.995,88.05,27.23333333333333,88.02666666666667,87.99
70,27.1,87.61,87.71,27.025,87.08333333333333,87.06
75,26.861666666666668,86.77833333333334,86.74,26.68833333333333,86.01333333333334,86.15
80,26.91,87.055,87.11,26.87,86.65333333333334,86.6
85,26.793333333333337,86.04833333333333,86.49,26.69,85.78833333333333,86.16
90,26.889999999999997,86.02166666666666,86.26,26.85,85.96666666666667,86.22
95,27.03333333333333,85.99,86.22,26.92833333333333,85.24333333333334,85.56
100,27.185,85.23333333333333,85.27,27.126666666666665,85.08,85.22
105,27.063333333333333,83.94666666666667,84.15,27.095000000000002,84.37,84.74000000000001
110,27.131666666666664,83.23333333333333,83.53,27.22833333333333,84.28333333333333,84.81
115,27.273333333333333,83.33333333333334,83.37,27.33833333333333,84.31333333333333,84.53
120,27.41166666666667,83.08333333333333,83.37,27.651666666666667,84.26833333333333,84.61999999999999
125,27.800000000000004,83.935,84.31,27.863333333333333,84.69166666666666,85.17
130,27.98333333333333,83.95833333333333,84.14,28.02166666666667,84.68,85.02
135,28.18,83.64,83.78,28.294999999999998,84.24333333333334,84.42
140,28.031666666666666,83.64,84.17,28.203333333333337,84.265,84.85000000000001
145,28.178333333333335,83.10166666666666,83.44,28.305000000000003,83.635,84.38
150,28.35666666666667,83.45166666666667,83.89999999999999,28.446666666666665,83.87,84.73
155,28.66166666666667,83.15,83.53,28.678333333333335,83.74000000000001,84.36
160,28.621666666666666,82.91833333333334,83.55,28.75333333333333,83.56333333333333,84.17
165,29.025000000000002,83.06333333333333,83.63000000000001,29.153333333333332,83.81833333333333,84.67
170,29.20333333333333,82.51666666666667,83.2,29.25833333333333,83.095,84.11999999999999
175,29.533333333333335,82.42833333333334,83.36,29.531666666666666,82.85166666666667,84.11
180,29.491666666666667,82.09666666666666,82.71,29.535,82.61166666666668,83.41
185,29.538333333333334,81.95833333333333,82.8,29.593333333333334,82.57666666666667,83.55
190,29.768333333333334,81.73,82.28999999999999,29.788333333333334,82.08833333333332,83.04
195,29.49,81.69166666666666,82.48,29.546666666666667,82.015,82.88
200,29.975,82.01833333333333,83.16,29.953333333333333,82.42833333333334,83.62
205,29.881666666666668,81.88,83.1,29.96333333333333,82.27,83.41
210,30.488333333333333,81.42333333333333,82.55,30.55833333333333,81.72500000000001,82.64
215,30.714999999999996,81.34833333333333,82.3,30.82166666666667,81.58333333333333,82.82000000000001
220,31.088333333333335,81.35333333333334,82.53,31.12333333333333,81.63,82.77
225,31.173333333333332,81.27166666666666,82.58,31.175000000000004,81.64833333333334,82.85
230,30.936666666666667,81.05499999999999,82.25,30.85833333333333,81.50333333333334,83.1
235,31.708333333333332,79.82833333333333,81.53,31.62333333333333,80.44833333333334,82.34
240,32.376666666666665,80.34833333333333,82.19999999999999,32.36833333333333,80.99666666666666,82.36
245,32.30166666666667,80.69,82.59,32.31333333333333,81.21666666666667,82.85
250,32.235,80.82833333333333,82.62,32.19166666666667,81.395,82.92
255,31.990000000000002,80.86,82.57,31.879999999999995,81.53666666666666,82.83
260,32.67,80.53333333333333,82.3,32.7,80.93333333333334,82.64
265,32.74166666666667,80.72833333333334,82.80999999999999,32.71666666666667,81.14166666666667,82.97
270,32.538333333333334,80.815,82.61,32.52166666666667,81.23,82.87
275,32.49166666666667,80.93666666666667,82.74000000000001,32.431666666666665,81.40666666666667,82.95
280,32.87,79.96666666666667,82.17999999999999,32.84166666666667,80.39166666666667,82.41000000000001
285,33.285,79.66666666666666,81.69,33.25333333333334,80.18333333333332,82.15
290,33.535,80.20666666666668,81.98,33.443333333333335,80.585,82.19999999999999
295,33.52,80.05666666666667,82.0,33.58333333333333,80.41833333333334,82.31
300,33.41166666666667,80.235,82.32000000000001,33.303333333333335,80.59166666666667,82.42
305,33.35666666666667,80.45166666666667,82.42,33.343333333333334,80.79833333333333,82.62
310,33.115,79.645,81.58,33.13333333333333,80.07166666666666,82.06
315,34.14833333333333,79.17333333333333,81.17,34.06,79.77499999999999,81.76
320,34.736666666666665,79.365,81.65,34.71333333333334,79.94,82.31
