,pca_variance_class
0,0.9287893620641031
1,0.926940802224657
2,0.9258572846797177
3,0.93026627456063
4,0.9290691171372292
5,0.9271282268029
6,0.9292161984165772
7,0.9282619262311753
8,0.9318541402714863
9,0.9240369826785064
