Epoch,Correct,Total,Accuracy
10,238,21536,0.0111
11,261,21536,0.0121
12,273,21536,0.0127
13,216,21536,0.01
14,272,21536,0.0126
15,273,21536,0.0127
16,317,21536,0.0147
17,337,21536,0.0156
18,339,21536,0.0157
19,383,21536,0.0178
20,470,21536,0.0218
21,467,21536,0.0217
22,545,21536,0.0253
23,542,21536,0.0252
24,643,21536,0.0299
25,706,21536,0.0328
26,749,21536,0.0348
27,848,21536,0.0394
28,890,21536,0.0413
29,952,21536,0.0442
30,963,21536,0.0447
31,1009,21536,0.0469
32,937,21536,0.0435
33,1051,21536,0.0488
34,908,21536,0.0422
35,1116,21536,0.0518
36,990,21536,0.046
37,978,21536,0.0454
38,1098,21536,0.051
39,942,21536,0.0437
40,909,21536,0.0422
41,943,21536,0.0438
42,977,21536,0.0454
43,1017,21536,0.0472
44,1139,21536,0.0529
45,1062,21536,0.0493
46,1045,21536,0.0485
47,887,21536,0.0412
48,1153,21536,0.0535
49,1080,21536,0.0501
50,1068,21536,0.0496
51,1192,21536,0.0553
52,1194,21536,0.0554
53,1142,21536,0.053
54,1035,21536,0.0481
55,974,21536,0.0452
56,1167,21536,0.0542
57,1136,21536,0.0527
58,1140,21536,0.0529
59,1012,21536,0.047
60,1092,21536,0.0507
61,1029,21536,0.0478
62,1072,21536,0.0498
63,1095,21536,0.0508
64,955,21536,0.0443
65,967,21536,0.0449
66,1049,21536,0.0487
67,1135,21536,0.0527
68,997,21536,0.0463
69,1005,21536,0.0467
70,1072,21536,0.0498
71,1003,21536,0.0466
72,1114,21536,0.0517
73,1220,21536,0.0566
74,1052,21536,0.0488
75,997,21536,0.0463
76,941,21536,0.0437
77,1401,21536,0.0651
78,1053,21536,0.0489
79,925,21536,0.043
80,755,21536,0.0351
81,894,21536,0.0415
82,1214,21536,0.0564
83,898,21536,0.0417
84,1003,21536,0.0466
85,783,21536,0.0364
86,856,21536,0.0397
87,740,21536,0.0344
88,757,21536,0.0352
89,1034,21536,0.048
90,861,21536,0.04
91,739,21536,0.0343
92,846,21536,0.0393
93,853,21536,0.0396
94,997,21536,0.0463
95,895,21536,0.0416
96,913,21536,0.0424
97,1088,21536,0.0505
98,832,21536,0.0386
99,938,21536,0.0436
