,number_pca_components_class
0,7
1,9
2,9
3,9
4,9
5,9
6,10
7,9
8,9
9,9
10,9
11,9
12,10
13,7
14,7
15,9
16,9
17,9
18,9
19,9
20,9
21,9
22,8
23,5
24,9
25,10
26,9
27,10
28,9
29,9
30,10
31,10
32,9
33,10
34,10
35,9
36,8
37,9
38,9
39,8
40,9
41,9
42,9
43,8
44,9
45,8
46,8
47,9
48,10
49,9
50,9
51,9
52,9
53,9
54,10
55,9
56,10
57,9
58,10
59,9
60,9
61,9
62,9
63,9
64,9
65,9
66,8
67,9
68,9
69,9
70,8
71,8
72,9
73,9
74,10
75,9
76,9
77,10
78,9
79,9
80,9
81,9
82,9
83,9
84,9
85,9
86,9
87,9
88,9
89,9
90,9
91,9
92,9
93,9
94,8
95,8
96,8
97,9
98,9
99,9
100,10
101,8
102,9
103,8
104,9
105,9
106,9
107,9
108,8
109,9
110,9
111,9
112,10
113,9
114,9
115,8
116,8
117,9
118,9
119,9
120,9
121,8
122,9
123,10
124,8
125,9
126,9
127,9
128,9
129,9
130,9
131,9
132,8
133,7
134,9
135,9
136,9
137,8
138,10
139,9
140,9
141,9
142,9
143,9
144,10
145,8
146,8
147,9
148,7
149,10
150,10
151,9
152,9
153,8
154,7
155,9
156,10
157,8
158,10
159,9
160,9
161,9
162,8
163,10
164,9
165,8
166,7
167,9
168,9
169,9
170,8
171,9
172,9
173,8
174,9
175,9
176,9
177,9
178,8
179,9
180,10
181,8
182,8
183,8
184,7
185,9
186,7
187,7
188,8
189,9
190,8
191,8
192,8
193,9
194,7
195,8
196,8
197,8
198,7
199,8
