Epoch,Correct,Total,Accuracy
10,625,9023,0.0693
11,698,9023,0.0774
12,774,9023,0.0858
13,848,9023,0.094
14,993,9023,0.1101
15,1065,9023,0.118
16,1171,9023,0.1298
17,1257,9023,0.1393
18,1351,9023,0.1497
19,1345,9023,0.1491
20,1366,9023,0.1514
21,1396,9023,0.1547
22,1399,9023,0.155
23,1339,9023,0.1484
24,1342,9023,0.1487
25,1263,9023,0.14
26,1187,9023,0.1316
27,1243,9023,0.1378
28,1227,9023,0.136
29,1243,9023,0.1378
30,1208,9023,0.1339
31,1158,9023,0.1283
32,1192,9023,0.1321
33,1154,9023,0.1279
34,1209,9023,0.134
35,1133,9023,0.1256
36,1176,9023,0.1303
37,1199,9023,0.1329
38,1153,9023,0.1278
39,1076,9023,0.1193
40,1149,9023,0.1273
41,1100,9023,0.1219
42,1101,9023,0.122
43,1055,9023,0.1169
44,1024,9023,0.1135
45,1152,9023,0.1277
46,1120,9023,0.1241
47,1146,9023,0.127
48,1117,9023,0.1238
49,1055,9023,0.1169
50,1086,9023,0.1204
51,1075,9023,0.1191
52,1071,9023,0.1187
53,1132,9023,0.1255
54,1121,9023,0.1242
55,1105,9023,0.1225
56,1142,9023,0.1266
57,1129,9023,0.1251
58,1107,9023,0.1227
59,1103,9023,0.1222
60,1098,9023,0.1217
61,1126,9023,0.1248
62,1115,9023,0.1236
63,1090,9023,0.1208
64,1181,9023,0.1309
65,1055,9023,0.1169
66,1079,9023,0.1196
67,1039,9023,0.1152
68,1090,9023,0.1208
69,1056,9023,0.117
70,1140,9023,0.1263
71,1054,9023,0.1168
72,1029,9023,0.114
73,1048,9023,0.1161
74,1066,9023,0.1181
75,1063,9023,0.1178
76,1076,9023,0.1193
77,1039,9023,0.1152
78,1061,9023,0.1176
79,1034,9023,0.1146
80,1053,9023,0.1167
81,1052,9023,0.1166
82,1009,9023,0.1118
83,1028,9023,0.1139
84,1019,9023,0.1129
85,1000,9023,0.1108
86,1011,9023,0.112
87,1024,9023,0.1135
88,1065,9023,0.118
89,1021,9023,0.1132
90,1028,9023,0.1139
91,991,9023,0.1098
92,948,9023,0.1051
93,944,9023,0.1046
94,991,9023,0.1098
95,954,9023,0.1057
96,971,9023,0.1076
97,963,9023,0.1067
98,987,9023,0.1094
99,1006,9023,0.1115
