Epoch,Correct,Total,Accuracy
10,757,9023,0.0839
11,821,9023,0.091
12,871,9023,0.0965
13,917,9023,0.1016
14,982,9023,0.1088
15,1029,9023,0.114
16,1095,9023,0.1214
17,1176,9023,0.1303
18,1235,9023,0.1369
19,1317,9023,0.146
20,1420,9023,0.1574
21,1503,9023,0.1666
22,1620,9023,0.1795
