,number_pca_components_class
0,4
1,6
2,7
3,6
4,8
5,7
6,7
7,7
8,7
9,7
10,7
11,8
12,7
13,5
14,7
15,7
16,7
17,7
18,6
19,8
20,7
21,8
22,6
23,4
24,7
25,7
26,7
27,8
28,7
29,8
30,7
31,8
32,8
33,7
34,6
35,8
36,6
37,6
38,6
39,6
40,7
41,7
42,7
43,6
44,7
45,3
46,7
47,8
48,8
49,7
50,7
51,7
52,7
53,7
54,7
55,7
56,7
57,7
58,7
59,7
60,7
61,6
62,7
63,7
64,8
65,6
66,6
67,8
68,6
69,8
70,6
71,6
72,7
73,8
74,8
75,8
76,8
77,7
78,8
79,8
80,8
81,6
82,6
83,6
84,6
85,7
86,7
87,7
88,8
89,7
90,7
91,7
92,8
93,6
94,7
95,7
96,7
97,8
98,7
99,8
100,8
101,6
102,8
103,7
104,6
105,7
106,8
107,7
108,7
109,7
110,8
111,6
112,6
113,6
114,8
115,7
116,5
117,8
118,7
119,7
120,7
121,6
122,8
123,8
124,6
125,7
126,6
127,7
128,7
129,7
130,7
131,8
132,7
133,5
134,7
135,8
136,7
137,7
138,7
139,8
140,8
141,8
142,7
143,6
144,8
145,7
146,6
147,8
148,6
149,7
150,7
151,8
152,8
153,7
154,6
155,7
156,8
157,6
158,8
159,8
160,8
161,7
162,7
163,8
164,7
165,7
166,5
167,7
168,8
169,7
170,6
171,7
172,8
173,6
174,7
175,6
176,6
177,5
178,4
179,6
180,7
181,6
182,4
183,6
184,4
185,7
186,3
187,3
188,4
189,5
190,4
191,3
192,3
193,6
194,5
195,7
196,7
197,6
198,5
199,6
