,number_pca_components_class
0,7
1,8
2,8
3,10
4,8
5,11
6,13
7,12
8,11
9,12
10,11
11,10
12,10
13,7
14,8
15,12
16,12
17,13
18,10
19,11
20,9
21,11
22,8
23,6
24,14
25,13
26,12
27,13
28,12
29,13
30,12
31,11
32,13
33,11
34,11
35,11
36,9
37,10
38,11
39,9
40,11
41,13
42,10
43,9
44,8
45,7
46,10
47,14
48,13
49,10
50,11
51,10
52,9
53,12
54,12
55,10
56,10
57,10
58,11
59,12
60,10
61,11
62,13
63,12
64,13
65,11
66,9
67,14
68,12
69,12
70,7
71,8
72,12
73,13
74,13
75,13
76,13
77,13
78,10
79,14
80,14
81,8
82,9
83,11
84,9
85,13
86,11
87,10
88,14
89,14
90,9
91,12
92,12
93,9
94,7
95,10
96,8
97,11
98,11
99,14
100,14
101,9
102,13
103,7
104,13
105,12
106,13
107,9
108,9
109,12
110,13
111,8
112,11
113,13
114,10
115,7
116,7
117,13
118,9
119,11
120,12
121,8
122,14
123,13
124,7
125,13
126,10
127,12
128,10
129,11
130,13
131,13
132,10
133,7
134,13
135,13
136,14
137,10
138,11
139,12
140,12
141,13
142,12
143,11
144,14
145,7
146,8
147,13
148,9
149,14
150,15
151,13
152,10
153,8
154,7
155,14
156,15
157,9
158,14
159,14
160,14
161,14
162,9
163,12
164,8
165,8
166,7
167,10
168,14
169,12
170,8
171,12
172,13
173,8
174,12
175,15
176,10
177,11
178,9
179,13
180,14
181,11
182,10
183,9
184,7
185,12
186,7
187,7
188,10
189,9
190,11
191,7
192,8
193,12
194,7
195,8
196,8
197,8
198,7
199,9
