,number_pca_components_class
0,25
1,21
2,31
3,34
4,28
5,41
6,39
7,40
8,34
9,35
10,38
11,39
12,25
13,21
14,30
15,43
16,44
17,44
18,30
19,36
20,31
21,38
22,27
23,15
24,42
25,41
26,42
27,45
28,41
29,45
30,42
31,35
32,43
33,39
34,35
35,37
36,34
37,37
38,37
39,34
40,44
41,42
42,41
43,40
44,23
45,23
46,37
47,40
48,42
49,41
50,35
51,36
52,32
53,44
54,43
55,32
56,33
57,34
58,34
59,45
60,33
61,36
62,42
63,48
64,49
65,36
66,41
67,54
68,36
69,46
70,23
71,37
72,47
73,48
74,37
75,50
76,53
77,44
78,31
79,52
80,53
81,23
82,27
83,44
84,38
85,42
86,39
87,40
88,52
89,46
90,29
91,33
92,48
93,28
94,22
95,41
96,33
97,42
98,43
99,53
100,50
101,36
102,52
103,20
104,42
105,37
106,47
107,30
108,31
109,44
110,48
111,23
112,35
113,50
114,41
115,19
116,27
117,46
118,30
119,39
120,44
121,28
122,49
123,43
124,21
125,46
126,27
127,46
128,31
129,39
130,49
131,50
132,42
133,17
134,43
135,47
136,40
137,43
138,40
139,48
140,39
141,47
142,46
143,33
144,48
145,20
146,29
147,49
148,39
149,50
150,49
151,47
152,40
153,23
154,25
155,47
156,49
157,36
158,53
159,51
160,51
161,46
162,37
163,37
164,35
165,28
166,15
167,30
168,53
169,37
170,33
171,46
172,50
173,33
174,42
175,50
176,32
177,27
178,24
179,39
180,42
181,31
182,25
183,32
184,25
185,45
186,22
187,22
188,41
189,31
190,29
191,13
192,15
193,27
194,27
195,37
196,29
197,36
198,31
199,35
