,number_pca_components_class
0,6
1,5
2,5
3,6
4,6
5,5
6,5
7,6
8,6
9,5
10,6
11,6
12,5
13,6
14,6
15,6
16,6
17,7
18,5
19,6
20,5
21,5
22,5
23,4
24,5
25,5
26,5
27,5
28,5
29,5
30,5
31,5
32,5
33,5
34,5
35,5
36,6
37,6
38,6
39,6
40,6
41,6
42,6
43,6
44,6
45,5
46,6
47,6
48,5
49,5
50,5
51,5
52,6
53,5
54,5
55,5
56,5
57,5
58,5
59,6
60,5
61,5
62,6
63,5
64,6
65,5
66,6
67,6
68,5
69,6
70,5
71,5
72,7
73,6
74,5
75,6
76,6
77,5
78,5
79,7
80,7
81,5
82,5
83,6
84,5
85,6
86,6
87,5
88,6
89,6
90,5
91,5
92,7
93,5
94,5
95,6
96,5
97,5
98,5
99,6
100,5
101,6
102,6
103,5
104,6
105,5
106,5
107,5
108,5
109,6
110,6
111,5
112,5
113,7
114,6
115,5
116,5
117,5
118,5
119,5
120,5
121,5
122,6
123,5
124,5
125,6
126,5
127,6
128,5
129,6
130,7
131,6
132,6
133,5
134,6
135,7
136,5
137,6
138,5
139,6
140,5
141,6
142,5
143,5
144,5
145,5
146,5
147,5
148,6
149,6
150,5
151,6
152,6
153,6
154,5
155,6
156,5
157,5
158,7
159,6
160,6
161,6
162,5
163,6
164,5
165,5
166,4
167,5
168,7
169,5
170,5
171,6
172,6
173,5
174,6
175,6
176,5
177,5
178,5
179,5
180,6
181,5
182,5
183,6
184,5
185,6
186,5
187,5
188,6
189,5
190,5
191,4
192,5
193,5
194,5
195,5
196,6
197,5
198,5
199,6
