Epoch,Correct,Total,Accuracy
40,34077,38280,0.8902
41,34514,38280,0.9016
42,34270,38280,0.8952
43,34672,38280,0.9057
44,34923,38280,0.9123
45,35102,38280,0.917
46,34692,38280,0.9063
47,35148,38280,0.9182
48,35096,38280,0.9168
49,34946,38280,0.9129
50,35164,38280,0.9186
51,34792,38280,0.9089
52,34963,38280,0.9133
53,34936,38280,0.9126
54,35142,38280,0.918
55,34958,38280,0.9132
56,34879,38280,0.9112
57,35056,38280,0.9158
58,34293,38280,0.8958
59,33927,38280,0.8863
60,34744,38280,0.9076
61,34663,38280,0.9055
62,34798,38280,0.909
63,34963,38280,0.9133
64,35125,38280,0.9176
65,34096,38280,0.8907
66,34755,38280,0.9079
67,35001,38280,0.9143
68,34832,38280,0.9099
69,34664,38280,0.9055
70,35051,38280,0.9156
71,34322,38280,0.8966
72,30089,38280,0.786
73,34599,38280,0.9038
74,34498,38280,0.9012
75,34982,38280,0.9138
76,34668,38280,0.9056
77,35138,38280,0.9179
78,34719,38280,0.907
79,34974,38280,0.9136
80,34713,38280,0.9068
81,34790,38280,0.9088
82,34811,38280,0.9094
83,34509,38280,0.9015
84,34992,38280,0.9141
85,35018,38280,0.9148
86,34782,38280,0.9086
87,34829,38280,0.9098
88,35171,38280,0.9188
89,34714,38280,0.9068
90,34979,38280,0.9138
91,34840,38280,0.9101
92,34898,38280,0.9117
93,35022,38280,0.9149
94,35180,38280,0.919
95,34982,38280,0.9138
96,34304,38280,0.8961
97,34901,38280,0.9117
98,34747,38280,0.9077
99,33977,38280,0.8876
