Epoch,Correct,Total,Accuracy
10,16167,16724,0.9667
11,16170,16724,0.9669
12,16067,16724,0.9607
13,15886,16724,0.9499
14,15697,16724,0.9386
15,15578,16724,0.9315
16,15363,16724,0.9186
17,14987,16724,0.8961
18,14689,16724,0.8783
19,14501,16724,0.8671
20,14167,16724,0.8471
21,13603,16724,0.8134
22,12797,16724,0.7652
23,12312,16724,0.7362
24,11996,16724,0.7173
25,11475,16724,0.6861
26,11232,16724,0.6716
27,11124,16724,0.6652
28,10452,16724,0.625
29,9885,16724,0.5911
30,9752,16724,0.5831
31,9799,16724,0.5859
32,9470,16724,0.5663
33,9219,16724,0.5512
34,9144,16724,0.5468
35,9347,16724,0.5589
36,9560,16724,0.5716
37,9547,16724,0.5709
38,9197,16724,0.5499
39,9045,16724,0.5408
40,8301,16724,0.4964
41,7479,16724,0.4472
42,7440,16724,0.4449
43,7634,16724,0.4565
44,7743,16724,0.463
45,7765,16724,0.4643
46,7675,16724,0.4589
47,7666,16724,0.4584
48,7764,16724,0.4642
49,7784,16724,0.4654
50,8024,16724,0.4798
51,8235,16724,0.4924
52,8305,16724,0.4966
53,8559,16724,0.5118
54,8590,16724,0.5136
55,8550,16724,0.5112
56,8704,16724,0.5204
57,8804,16724,0.5264
58,9023,16724,0.5395
59,8880,16724,0.531
60,8547,16724,0.5111
61,8197,16724,0.4901
62,8084,16724,0.4834
63,7994,16724,0.478
64,8131,16724,0.4862
65,8146,16724,0.4871
66,8315,16724,0.4972
67,8316,16724,0.4972
68,8324,16724,0.4977
69,8244,16724,0.4929
70,8251,16724,0.4934
71,8173,16724,0.4887
72,8380,16724,0.5011
73,8426,16724,0.5038
74,8718,16724,0.5213
75,8858,16724,0.5297
76,8813,16724,0.527
77,9032,16724,0.5401
78,8995,16724,0.5378
79,9184,16724,0.5492
80,9231,16724,0.552
81,9088,16724,0.5434
82,9029,16724,0.5399
83,8897,16724,0.532
84,8865,16724,0.5301
85,8756,16724,0.5236
86,8539,16724,0.5106
87,8216,16724,0.4913
88,8288,16724,0.4956
89,8276,16724,0.4949
90,8343,16724,0.4989
91,8369,16724,0.5004
92,8551,16724,0.5113
93,8303,16724,0.4965
94,8389,16724,0.5016
95,8499,16724,0.5082
96,8439,16724,0.5046
97,7872,16724,0.4707
98,7601,16724,0.4545
99,7555,16724,0.4517
