Epoch,Correct,Total,Accuracy
10,416,43276,0.0096
11,480,43276,0.0111
12,606,43276,0.014
13,757,43276,0.0175
14,968,43276,0.0224
15,1185,43276,0.0274
16,1485,43276,0.0343
17,1858,43276,0.0429
18,2148,43276,0.0496
19,2422,43276,0.056
20,2574,43276,0.0595
21,2631,43276,0.0608
22,2949,43276,0.0681
23,3181,43276,0.0735
24,3347,43276,0.0773
25,3612,43276,0.0835
26,3757,43276,0.0868
27,3925,43276,0.0907
28,4192,43276,0.0969
29,4500,43276,0.104
30,4637,43276,0.1071
31,4825,43276,0.1115
32,5036,43276,0.1164
33,5138,43276,0.1187
34,5013,43276,0.1158
35,5136,43276,0.1187
36,5238,43276,0.121
37,5510,43276,0.1273
38,5716,43276,0.1321
39,5916,43276,0.1367
40,5927,43276,0.137
41,5732,43276,0.1325
42,5800,43276,0.134
43,5852,43276,0.1352
44,5865,43276,0.1355
45,6144,43276,0.142
46,6272,43276,0.1449
47,6410,43276,0.1481
48,6544,43276,0.1512
49,6691,43276,0.1546
50,6706,43276,0.155
51,6693,43276,0.1547
52,6852,43276,0.1583
53,6949,43276,0.1606
54,7005,43276,0.1619
55,7121,43276,0.1645
56,7354,43276,0.1699
57,7457,43276,0.1723
58,7675,43276,0.1774
59,7655,43276,0.1769
60,7684,43276,0.1776
61,7690,43276,0.1777
62,7657,43276,0.1769
63,7682,43276,0.1775
64,7856,43276,0.1815
65,7845,43276,0.1813
66,7850,43276,0.1814
67,7988,43276,0.1846
68,8129,43276,0.1878
69,8273,43276,0.1912
70,8210,43276,0.1897
71,8172,43276,0.1888
72,8287,43276,0.1915
73,8212,43276,0.1898
74,8130,43276,0.1879
75,8204,43276,0.1896
76,8359,43276,0.1932
77,8339,43276,0.1927
78,8395,43276,0.194
79,8388,43276,0.1938
80,8292,43276,0.1916
81,8329,43276,0.1925
82,8401,43276,0.1941
83,8543,43276,0.1974
84,8530,43276,0.1971
85,8483,43276,0.196
86,8618,43276,0.1991
87,8646,43276,0.1998
88,8649,43276,0.1999
89,8688,43276,0.2008
90,8711,43276,0.2013
91,8821,43276,0.2038
92,8652,43276,0.1999
93,8479,43276,0.1959
94,8181,43276,0.189
95,8095,43276,0.1871
96,7821,43276,0.1807
97,7991,43276,0.1847
98,7578,43276,0.1751
99,7558,43276,0.1746
