Epoch,Correct,Total,Accuracy
40,2150,18082,0.1189
41,2748,18082,0.152
42,3514,18082,0.1943
43,3921,18082,0.2168
44,4466,18082,0.247
45,4795,18082,0.2652
46,4839,18082,0.2676
47,5533,18082,0.306
48,5576,18082,0.3084
49,6519,18082,0.3605
50,6344,18082,0.3508
51,6657,18082,0.3682
52,6933,18082,0.3834
53,7382,18082,0.4083
54,7473,18082,0.4133
55,7576,18082,0.419
56,8173,18082,0.452
57,8536,18082,0.4721
58,8703,18082,0.4813
59,8826,18082,0.4881
60,8925,18082,0.4936
61,8852,18082,0.4895
62,8478,18082,0.4689
63,9747,18082,0.539
64,7682,18082,0.4248
65,8754,18082,0.4841
66,9204,18082,0.509
67,9306,18082,0.5147
68,9889,18082,0.5469
69,10150,18082,0.5613
70,10035,18082,0.555
71,9845,18082,0.5445
72,9904,18082,0.5477
73,9998,18082,0.5529
74,10206,18082,0.5644
75,10450,18082,0.5779
76,7760,18082,0.4292
77,9664,18082,0.5345
78,10364,18082,0.5732
79,9642,18082,0.5332
80,10239,18082,0.5663
81,10147,18082,0.5612
82,10499,18082,0.5806
83,11690,18082,0.6465
84,10921,18082,0.604
85,6959,18082,0.3849
86,11355,18082,0.628
87,10650,18082,0.589
88,11739,18082,0.6492
89,10792,18082,0.5968
90,11049,18082,0.611
91,9524,18082,0.5267
92,11036,18082,0.6103
93,12177,18082,0.6734
94,11202,18082,0.6195
95,11793,18082,0.6522
96,10408,18082,0.5756
97,11372,18082,0.6289
98,11690,18082,0.6465
99,11547,18082,0.6386
