,epoch,dot_p_b_corr,dot_p_b_org
0,0,-0.0012800683417612873,-0.0005698242878746668
1,1,-0.005877643312254852,0.010986281041201815
2,2,0.052032150231746344,0.020821569988702843
3,4,0.008679086708419922,0.04324548117586759
4,6,0.04408558681222236,0.01483073772900655
5,8,0.017415975819662005,0.07222200636923444
6,10,0.05048241492322615,0.14919878955229238
7,12,0.05404559324990611,0.1417039003402917
8,14,0.05828625801672326,0.14526820501419865
9,16,0.03859293443928711,0.0578401684942732
10,18,0.06993604400042697,0.022540853582796755
11,20,0.06541761135510649,-0.02360500264818577
12,25,0.008473437130040845,0.048545126327910075
13,30,0.005822027199264006,0.03580118954198868
14,35,-0.1052331158277496,0.05662278949058273
15,40,-0.04065208170113256,0.015366396882806738
16,45,0.02308416214978933,0.03656671409173936
17,50,0.0727569287782228,0.0371165505165638
18,55,-0.003650782162840491,0.022129243151185987
19,60,0.1625542138967411,0.0376379107258787
20,65,0.0015841135502719095,0.048548090382063216
21,70,0.13298740252747163,0.04620118366037987
22,75,0.1285428934161417,0.05483507868830263
23,80,0.09021912955443587,0.0010632832341890082
24,85,0.2028209188888903,0.06979632349150618
25,90,0.1986713562977157,0.004258306967264862
26,95,0.05961951141900534,0.08296020901367862
27,100,0.053859045365006124,0.02147180364163609
28,105,0.1148688439434419,0.006776976527942186
29,110,0.065542131912256,0.030805364571216066
30,115,0.1757449092516604,0.023856589345242485
31,120,-0.04724183447121634,0.05609280581779252
32,125,-0.05188943063681917,0.03958644695304464
33,130,-0.0001723329577884958,0.013241406213842634
34,135,-0.2498811110244996,0.02182034931934427
35,140,-0.31109054440074063,0.03448404869445286
36,145,-0.18848716553700626,0.018771011990731036
37,150,-0.13060723811048267,0.05456736401907493
38,155,0.06952449537338327,0.028121339248000667
39,160,-0.14099881144742343,-0.0005340527399307432
40,165,-0.0685829907060328,-0.0031244629529054366
41,170,-0.05238784563937174,0.024297362324398834
42,175,0.07260062132715565,0.056986301777089354
43,180,-0.0681828437419439,0.02061569846881939
44,185,-0.06526657462976804,0.003936668166060863
45,190,-0.20383866538295484,-0.017731315135165272
46,195,-0.07921207591321637,-0.022222213652831335
47,200,-0.14825691902589638,0.004786730885780512
48,205,-0.07030599559853365,-0.013479931862158371
49,210,-0.2096569488584495,-0.012427599205479346
50,215,-0.0741547435977422,0.013907212580651968
