,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.017911341436283444,0.017153555746439397
1,1,0.0398678711600742,0.053448300241218674
2,2,0.06478078371288541,0.09538467475051896
3,4,0.06540513738288194,0.1312428561074401
4,6,0.07435768798393144,0.15565430589982157
5,8,0.07927239750785464,0.1675535481727406
6,10,0.08305862175773418,0.16950826844272868
7,12,0.08515169315423168,0.1655611736614441
8,14,0.0868083738488827,0.157922616264218
9,16,0.08796137730958693,0.1484285709352335
10,18,0.08763383958482707,0.13883992673279374
11,20,0.08732123764771028,0.12924454363579554
12,25,0.0974097095497577,0.11133697843543162
13,30,0.11662887542586292,0.09756772344891053
14,35,0.13614211819274477,0.08658337864397408
15,40,0.1537584776343417,0.08008435129308517
16,45,0.16638583881150912,0.0718621862806478
17,50,0.1710743518478728,0.06997485189681506
18,55,0.179371151115235,0.06753277809752656
19,60,0.193120866487169,0.08355065842862486
20,65,0.19994904434988295,0.06613662575150951
21,70,0.21507380431005163,0.07427253908418173
22,75,0.22617620344506062,0.07556127104744667
23,80,0.23245737017175871,0.07351347018380576
24,85,0.24345058005259973,0.07333856043758746
25,90,0.2528032119908989,0.08089550180828631
26,95,0.26095969055059093,0.08296020901367862
27,100,0.26819331549979447,0.08066216309827673
28,105,0.2776553532037665,0.08298792213299239
29,110,0.28284964319099565,0.08626622426969852
30,115,0.2886767156401617,0.08559839670756
31,120,0.2945771051442278,0.08831712032670225
32,125,0.30069213203837447,0.08942965280229531
33,130,0.30223173896999117,0.08671046807234582
34,135,0.30463457240929426,0.09076296238885087
35,140,0.31109054440074063,0.09322215974980691
36,145,0.31198535276990336,0.0896414860766793
37,150,0.32097093790985964,0.09357212501397366
38,155,0.32183816913437274,0.09536294556537228
39,160,0.32970931035200685,0.09734403479897406
40,165,0.325840616402823,0.09711658723714392
41,170,0.32859640504292414,0.0960642857967988
42,175,0.33237273433013176,0.09560476175881671
43,180,0.33471807493565153,0.09471398622330364
44,185,0.331305351702263,0.09829391117672136
45,190,0.3385994579959936,0.10332599511986632
46,195,0.35475327357110187,0.10676086864064527
47,200,0.35264657156541845,0.10249709215336295
48,205,0.3480908070479747,0.10215149924267711
49,210,0.3450085362062278,0.09799606834107562
50,215,0.34275975257158486,0.0977317355880497
