,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.00807334187587825,-0.010391058348411782
1,1,-0.03769831849126413,0.04612143067719342
2,2,-0.06187530155364851,-0.06325689508323229
3,4,0.0243676528757282,0.07105615389057982
4,6,0.024454201600051274,0.05650383975488365
5,8,0.012878679092214414,0.12449410955591936
6,10,0.00741492495111469,0.10691330677706166
7,12,0.024814429791728487,0.05971069476757285
8,14,0.011392447638415903,0.09403824113412725
9,16,0.02197830248106758,0.0743475923996107
10,18,-0.00844278596962441,0.020682071688194928
11,20,-0.012919405244093808,-0.0427459165463015
12,25,-0.010632787343863383,-0.055551862080515046
13,30,-0.021979946028931024,-0.009617342891953104
14,35,0.04691382469053744,-0.01646960743997478
15,40,0.03096700520295549,-0.004831496613287696
16,45,-0.04615947072655829,-0.022275737714831656
17,50,0.07077077699937451,0.03231391228529322
18,55,0.07474109662009765,0.018784581295049074
19,60,0.1474303020088876,-0.00895553401849844
20,65,0.15143622928672795,-0.00522658513086274
21,70,0.17406487859836903,0.05811835046252012
22,75,0.10922723025538383,0.00849991476656455
23,80,0.04987147777097486,0.032751115944275724
24,85,-0.05382607370486647,-0.0193431479982898
25,90,0.002005782319647359,0.031677283629702215
26,95,-0.1059894837804817,-0.04011303414975229
27,100,0.03379702649561604,0.020729703224163204
28,105,-0.06249265024545397,-0.0033286304581197274
29,110,-0.005171018587084686,-0.02737892235004459
30,115,-0.11116089283264828,-0.0018710532925247658
31,120,-0.17283887262362058,0.01595005235974361
32,125,-0.2310168365939913,-0.00955063732043926
33,130,-0.2369489274099058,-0.024077785327890976
34,135,-0.12027000484431777,-0.011204280415726962
35,140,-0.18111818117466552,-0.062283437920103796
36,145,0.06741726741091629,-0.02472630305402697
37,150,0.13303880038406465,-0.0027367779946815916
38,155,-0.058115197032143164,-0.026315403115509273
39,160,-0.18943851146174834,-0.000656240781452848
40,165,0.07417218180597031,0.03697614269667377
41,170,0.0012186112459571241,-0.004144130205428753
42,175,0.012748563564262377,-0.03328498370150471
43,180,0.004691374629460821,-0.00679526478537257
44,185,-0.06117594734080603,-0.017469310349249575
45,190,-0.12738455006142882,-0.04073999024618816
46,195,-0.1932918263107555,-0.04846784605820998
47,200,0.0004185826354939526,-0.022748741530771943
48,205,-0.06261439485012624,-0.04215750722148057
49,210,0.07890917338094997,-0.03234779943063206
50,215,0.07691991638110214,-0.0657989707844474
51,220,0.07407378223034433,-0.06439524931630668
52,225,-0.06577889362144644,-0.0430759101960451
53,230,-0.05880424132824669,-0.06460642467778588
