,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.01345466381547417,0.01271945030416636
1,1,0.04201241223338321,0.055735471099880564
2,2,0.07149685853582727,0.09799837063304134
3,4,0.07987330846572133,0.14113951913029577
4,6,0.08777600375606208,0.16378586070483656
5,8,0.09039266894178177,0.1732163205757943
6,10,0.09117725603616998,0.17515851530355242
7,12,0.09262792599522472,0.17212491385147854
8,14,0.09218860709491113,0.16506209362645655
9,16,0.0923167765140411,0.15538991539242486
10,18,0.09237372381820512,0.14383185160596965
11,20,0.09309317826319387,0.1324329378316713
12,25,0.10090494349823423,0.11457536015103723
13,30,0.1180368358733212,0.09965348360333798
14,35,0.13793048762366386,0.08280953059827063
15,40,0.15501217649181573,0.07377550581532417
16,45,0.16661860906349032,0.06566515233069853
17,50,0.1725964267668851,0.06552560844262793
18,55,0.17586686536482582,0.06145877877335272
19,60,0.1921548340541033,0.06841937769876606
20,65,0.20333469736273277,0.07123389887665674
21,70,0.2148119927171583,0.06565082953314468
22,75,0.22872895024407428,0.07587240005941182
23,80,0.2366890236404558,0.07180705965854284
24,85,0.24640619569373,0.07624580556737182
25,90,0.2592405773078537,0.07712927406455687
26,95,0.26502934800520656,0.08163422411378525
27,100,0.2729575279156972,0.08323483801450404
28,105,0.27870010873065815,0.08620853701041425
29,110,0.2805118668599195,0.07910984140022725
30,115,0.2914062011284603,0.08434372022012174
31,120,0.2989146212940611,0.08956151997591413
32,125,0.3021869602520436,0.08807461113063125
33,130,0.3067523977275995,0.08904878887007056
34,135,0.30970731207616264,0.09123926528780109
35,140,0.31569812230609284,0.09377729543584418
36,145,0.3195354478234936,0.09611600591576662
37,150,0.3219466290224326,0.09750609610916146
38,155,0.3303291939071617,0.09918049357348714
39,160,0.33067373621182483,0.09813104944219038
40,165,0.3279826554372792,0.09653593542925344
41,170,0.33001161312630134,0.09512280527009503
42,175,0.33320995724241986,0.09733843128940217
43,180,0.33251866290244314,0.09547637530586506
44,185,0.33297506861774795,0.09446628812892402
45,190,0.3352741521713787,0.0996199224673894
46,195,0.34937770333521007,0.10162303569488396
47,200,0.35429808885151476,0.10542350622687752
48,205,0.35111628646087695,0.10438162338179197
49,210,0.34585417766343013,0.10176630517796391
50,215,0.3433864322557836,0.0997696461486784
51,220,0.3404098243028185,0.09895534901454968
