,number_pca_components_class
0,14
1,17
2,20
3,20
4,21
5,22
6,24
7,24
8,23
9,23
10,23
11,23
12,19
13,13
14,20
15,23
16,23
17,22
18,15
19,22
20,21
21,21
22,19
23,11
24,21
25,22
26,23
27,23
28,23
29,21
30,23
31,22
32,22
33,23
34,22
35,24
36,18
37,19
38,19
39,19
40,23
41,24
42,21
43,20
44,17
45,15
46,21
47,23
48,23
49,23
50,22
51,22
52,22
53,25
54,22
55,20
56,23
57,23
58,21
59,21
60,17
61,20
62,20
63,19
64,22
65,19
66,21
67,24
68,18
69,22
70,14
71,18
72,22
73,22
74,21
75,22
76,24
77,20
78,21
79,25
80,23
81,16
82,16
83,18
84,19
85,20
86,20
87,20
88,23
89,22
90,15
91,22
92,22
93,16
94,16
95,21
96,20
97,21
98,22
99,23
100,22
101,19
102,24
103,18
104,20
105,18
106,21
107,20
108,18
109,19
110,21
111,16
112,17
113,21
114,22
115,17
116,15
117,23
118,19
119,20
120,20
121,17
122,24
123,21
124,14
125,21
126,18
127,21
128,17
129,21
130,21
131,22
132,20
133,12
134,19
135,22
136,21
137,20
138,18
139,23
140,20
141,22
142,22
143,20
144,23
145,15
146,17
147,21
148,18
149,22
150,21
151,21
152,22
153,15
154,17
155,21
156,21
157,20
158,24
159,23
160,23
161,22
162,20
163,20
164,19
165,19
166,12
167,18
168,24
169,18
170,18
171,21
172,21
173,19
174,21
175,22
176,16
177,17
178,16
179,20
180,20
181,17
182,17
183,19
184,13
185,22
186,11
187,12
188,17
189,15
190,16
191,12
192,15
193,18
194,17
195,20
196,21
197,19
198,17
199,19
