,epoch,average_angle_pc_weight
0,0,89.60940780639649
1,1,87.88395538330079
2,2,85.95857086181641
3,4,83.75870819091797
4,6,82.5982879638672
5,8,82.02584075927734
6,10,81.80791015625
7,12,81.88875808715821
8,14,82.07618255615235
9,16,82.33008193969727
10,18,82.6310905456543
11,20,82.8883285522461
12,25,83.57983627319337
13,30,84.11279067993163
14,35,84.71631774902343
15,40,85.13805847167968
16,45,85.55815505981445
17,50,85.94788970947266
18,55,86.40435180664062
19,60,86.9103630065918
20,65,87.3067398071289
21,70,87.71447219848633
22,75,87.59386138916015
23,80,87.6858512878418
24,85,87.2428077697754
25,90,87.03450012207031
26,95,86.77543106079102
27,100,86.52280731201172
28,105,86.24134063720703
29,110,86.41810302734375
30,115,86.33053207397461
31,120,86.04905166625977
32,125,85.9647720336914
33,130,85.77950286865234
34,135,85.64027786254883
35,140,85.5312889099121
36,145,85.47820205688477
37,150,85.37765121459961
38,155,85.33765487670898
39,160,85.17144775390625
40,165,85.14692687988281
41,170,85.00914840698242
42,175,84.97664031982421
43,180,84.80293426513671
44,185,84.52613830566406
45,190,84.52675857543946
46,195,84.42984619140626
47,200,84.15268783569336
48,205,84.23808364868164
49,210,84.05887832641602
50,215,83.8436164855957
51,220,83.63622970581055
52,225,83.66313552856445
53,230,83.6931770324707
54,235,83.71939163208008
55,240,83.50621109008789
56,245,83.39601593017578
57,250,83.28799438476562
58,255,83.36340637207032
59,260,83.41426010131836
60,265,83.23361740112304
61,270,83.19103622436523
62,275,83.0894058227539
63,280,83.06549758911133
64,285,83.0880973815918
65,290,82.98214950561524
66,295,82.90629501342774
