epoch,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,15.745999999999999,23.806,24.63
1,17.834,29.942,30.9
2,21.38,37.952000000000005,38.5
4,25.532,47.276,47.02
6,28.666000000000004,53.480000000000004,52.71
8,31.541999999999998,57.965999999999994,56.44
10,34.721999999999994,61.73,59.050000000000004
12,37.63,62.072,57.86
14,41.554,62.79,56.89999999999999
16,45.06,59.843999999999994,52.31
18,50.378,60.106,52.16
20,55.394,59.178,49.69
25,64.376,56.708000000000006,45.98
30,70.292,55.992,44.57
35,70.812,56.004,44.74
40,72.732,55.71,44.24
45,72.942,55.506,44.769999999999996
50,72.554,56.106,45.03
55,73.57000000000001,55.818,45.190000000000005
60,73.644,55.05799999999999,44.019999999999996
65,74.934,55.08,44.49
70,73.616,55.72200000000001,44.86
75,74.008,55.87,45.1
80,75.32600000000001,55.35600000000001,44.4
85,74.72,55.645999999999994,45.26
90,74.382,55.391999999999996,44.73
95,74.83999999999999,54.623999999999995,44.0
100,74.21600000000001,55.04,43.85
105,76.434,54.43599999999999,43.07
110,75.008,55.300000000000004,44.019999999999996
115,74.746,55.226,44.62
120,74.278,54.925999999999995,44.26
125,75.366,55.454,44.79
130,76.05199999999999,54.834,43.76
135,75.576,54.56999999999999,43.5
140,75.818,54.51200000000001,43.32
145,76.852,54.508,43.34
150,76.008,55.169999999999995,44.06
155,75.358,54.815999999999995,44.2
160,77.53,54.116,43.169999999999995
165,76.116,54.75600000000001,44.03
170,76.884,54.71,43.919999999999995
175,76.36800000000001,54.372,43.47
180,77.156,54.757999999999996,44.32
185,77.51,53.978,43.15
190,77.056,54.492,43.69
195,77.3,53.779999999999994,42.58
200,78.514,53.714,43.44
205,78.11200000000001,54.114,43.89
210,77.444,54.272,43.66
215,78.05,53.772,43.2
220,78.292,53.74,42.8
225,77.934,53.686,42.63
230,78.098,53.76,42.77
235,76.606,53.878,43.24
240,77.006,53.38,42.05
245,78.018,53.26,42.41
250,77.166,54.044000000000004,43.49
255,78.46,53.52400000000001,43.08
260,78.58800000000001,53.181999999999995,42.699999999999996
265,79.17,53.074,42.11
270,77.5,53.779999999999994,43.15
275,78.178,53.605999999999995,43.02
280,79.052,53.437999999999995,42.74
285,78.35,53.008,42.18
290,77.42599999999999,53.5,42.68
295,78.99000000000001,53.154,42.34
300,78.818,53.19199999999999,42.27
305,79.496,53.169999999999995,41.91
310,79.182,53.232,42.46
315,79.384,53.0,42.82
320,79.158,53.215999999999994,42.88
325,78.95,53.178000000000004,42.5
330,79.55799999999999,53.205999999999996,42.75
335,80.548,52.54,41.86
340,79.58,52.976,42.84
345,80.506,52.468,40.99
350,79.13799999999999,53.254000000000005,43.11
355,79.71000000000001,53.047999999999995,42.38
360,80.43400000000001,53.071999999999996,42.370000000000005
365,80.65,52.642,42.36
370,80.864,52.33,41.43
375,79.876,52.586,41.82
380,80.19800000000001,52.854,42.46
385,79.5,52.815999999999995,42.370000000000005
390,79.108,52.832,42.1
395,80.808,52.688,42.04
400,81.042,52.547999999999995,42.309999999999995
405,81.57799999999999,52.148,41.22
410,80.964,52.64,42.22
415,79.488,52.73,42.25
420,80.21000000000001,52.70399999999999,42.0
425,80.856,52.636,42.96
430,80.42200000000001,52.056000000000004,41.22
435,80.42399999999999,52.974,42.699999999999996
440,80.092,52.096,41.44
445,81.106,52.002,41.56
450,81.45400000000001,51.824000000000005,41.21
455,80.796,52.32,41.65
460,80.96600000000001,52.571999999999996,42.089999999999996
465,80.66600000000001,52.44799999999999,41.91
470,79.956,52.42400000000001,42.089999999999996
475,80.78800000000001,52.480000000000004,42.04
480,80.368,52.686,41.93
485,80.684,52.647999999999996,41.93
490,81.396,52.471999999999994,41.65
495,82.506,51.554,40.94
500,80.264,52.652,42.089999999999996
