,pca_variance_class
0,0.8792296176302851
1,0.8776937234951007
2,0.8675513171265206
3,0.8490704825911484
4,0.8681209409032193
5,0.8711751506222392
6,0.8874685740511178
7,0.8594334171998483
8,0.8719057781831663
9,0.870535220382001
