,pca_variance_class
0,0.5139035035893974
1,0.5587232755601966
2,0.4984584460382377
3,0.5439016889609325
4,0.5055065011513564
5,0.5353893658584403
6,0.5144261670979858
7,0.550418287087911
8,0.4905858948941364
9,0.5075609084331051
