epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,16.404,18.098,18.32,23.73,27.317999999999998,27.29
1,23.416,26.83,26.650000000000002,23.214000000000002,26.568,26.810000000000002
2,29.492,34.27,34.65,30.868000000000002,36.028,36.19
4,36.077999999999996,42.187999999999995,42.42,37.374,43.838,43.76
6,40.174,46.758,45.48,41.792,48.72,47.3
8,43.052,49.864000000000004,46.97,44.626,51.712,49.419999999999995
10,44.942,51.641999999999996,47.48,46.988,54.112,50.029999999999994
12,46.778,53.332,48.15,48.728,55.626,50.31
14,48.624,55.016,47.980000000000004,50.480000000000004,57.168,50.529999999999994
16,50.202000000000005,56.28999999999999,48.07,51.906,58.245999999999995,50.2
18,51.674,57.465999999999994,48.209999999999994,53.44,59.431999999999995,50.09
20,53.078,58.412,48.22,54.784,60.406000000000006,49.5
25,56.448,60.57599999999999,48.1,58.36599999999999,62.622,49.03
30,59.784000000000006,62.834,47.97,61.222,64.452,48.46
35,61.336,63.596,47.260000000000005,62.572,64.932,47.9
40,63.626000000000005,65.108,47.31,64.468,65.95,47.67
45,65.19800000000001,66.16199999999999,46.69,66.294,67.17,47.05
50,67.258,67.316,46.78,68.30000000000001,68.356,46.83
55,70.292,69.83200000000001,47.47,70.87599999999999,70.296,47.68
60,72.102,70.982,47.339999999999996,72.68,71.438,47.339999999999996
65,73.92,72.064,47.65,74.442,72.458,47.839999999999996
70,77.25,74.702,48.02,77.72,75.176,48.27
75,79.57600000000001,76.386,47.96,79.982,76.69,48.559999999999995
80,80.902,76.756,47.82,81.16600000000001,76.92999999999999,48.04
85,82.056,77.702,48.16,82.24000000000001,77.79,48.339999999999996
90,83.36,78.58000000000001,48.07,83.74000000000001,78.84,48.42
95,84.088,79.338,48.449999999999996,84.504,79.63799999999999,48.74
100,85.834,80.12,48.44,86.0,80.30000000000001,48.61
105,86.028,80.384,49.14,86.384,80.658,49.09
110,85.776,79.944,48.04,86.012,80.156,48.010000000000005
115,85.404,79.732,48.03,85.71,79.888,48.230000000000004
120,86.768,80.586,48.24,87.20400000000001,80.866,48.52
125,88.81599999999999,81.652,48.59,89.102,81.75,48.77
130,89.698,82.152,49.4,89.904,82.316,49.4
135,90.96,82.818,49.44,91.23599999999999,82.99,49.519999999999996
