epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,10.038,10.076,9.98,10.45,11.006,10.89
1,12.518,20.04,20.7,15.21,30.97,30.94
2,12.83,18.058,18.18,17.076,32.196000000000005,31.81
4,14.702000000000002,17.754,17.66,20.06,28.416000000000004,27.38
6,14.64,15.428,15.22,22.724,24.15,22.189999999999998
8,15.767999999999999,15.354000000000001,15.440000000000001,26.516000000000002,23.291999999999998,21.84
10,17.668,14.527999999999999,14.499999999999998,27.426000000000002,19.946,17.95
12,19.39,14.225999999999999,13.65,31.654,20.182,17.95
14,20.794,14.304,13.16,36.048,18.86,15.620000000000001
16,22.040000000000003,15.354000000000001,14.149999999999999,40.022000000000006,21.37,17.77
18,27.278000000000002,18.106,16.48,44.328,21.37,17.54
20,32.104,18.15,15.629999999999999,50.248000000000005,22.195999999999998,17.46
25,34.494,19.253999999999998,16.14,53.156000000000006,22.644000000000002,17.599999999999998
30,33.800000000000004,18.056,15.93,58.955999999999996,22.788,17.94
35,35.804,18.066,15.58,62.458000000000006,23.418,16.98
40,39.578,18.816,15.35,67.55600000000001,24.204,17.810000000000002
45,41.424,19.470000000000002,15.9,72.568,25.516,18.68
50,42.056,19.312,15.879999999999999,73.618,25.31,18.279999999999998
55,48.594,20.534,16.07,81.714,26.445999999999998,18.759999999999998
