,number_pca_components_class
0,22
1,24
2,35
3,39
4,36
5,44
6,50
7,45
8,36
9,41
10,43
11,40
12,33
13,23
14,32
15,47
16,46
17,46
18,34
19,41
20,33
21,40
22,29
23,12
24,43
25,43
26,42
27,47
28,43
29,48
30,45
31,38
32,48
33,44
34,40
35,41
36,34
37,35
38,36
39,37
40,47
41,42
42,43
43,40
44,26
45,25
46,42
47,43
48,47
49,45
50,37
51,41
52,39
53,48
54,48
55,40
56,40
57,40
58,34
59,48
60,38
61,34
62,48
63,53
64,54
65,40
66,43
67,58
68,40
69,47
70,24
71,38
72,51
73,49
74,41
75,54
76,58
77,44
78,37
79,54
80,59
81,22
82,31
83,42
84,44
85,51
86,40
87,41
88,57
89,52
90,34
91,40
92,49
93,33
94,26
95,46
96,40
97,40
98,43
99,51
100,49
101,39
102,55
103,24
104,45
105,43
106,50
107,33
108,36
109,44
110,48
111,27
112,40
113,46
114,46
115,21
116,27
117,51
118,38
119,46
120,46
121,30
122,52
123,45
124,24
125,48
126,30
127,53
128,35
129,42
130,48
131,51
132,45
133,17
134,51
135,51
136,44
137,46
138,44
139,52
140,40
141,51
142,47
143,36
144,48
145,24
146,34
147,47
148,44
149,54
150,51
151,49
152,45
153,26
154,32
155,51
156,51
157,41
158,55
159,51
160,53
161,49
162,43
163,40
164,42
165,34
166,14
167,33
168,57
169,40
170,37
171,47
172,55
173,40
174,46
175,50
176,37
177,31
178,30
179,40
180,44
181,37
182,32
183,36
184,25
185,48
186,22
187,24
188,39
189,30
190,37
191,21
192,26
193,32
194,30
195,42
196,31
197,38
198,31
199,36
