,acc_class
0,0.2093
1,0.3313
2,0.1437
3,0.052
4,0.1306
5,0.0212
6,0.0101
7,0.024
8,0.0535
9,0.0847
10,0.105
11,0.0179
12,0.1524
13,0.3449
14,0.0735
15,0.0302
16,0.0137
17,0.0456
18,0.1816
19,0.0219
20,0.0261
21,0.1453
22,0.2588
23,0.2276
24,0.0142
25,0.0377
26,0.1074
27,0.0124
28,0.0295
29,0.0541
30,0.0283
31,0.1743
32,0.0341
33,0.0544
34,0.1829
35,0.0761
36,0.069
37,0.0405
38,0.0591
39,0.0299
40,0.0138
41,0.0312
42,0.053
43,0.0549
44,0.2655
45,0.0455
46,0.023
47,0.0635
48,0.0354
49,0.032
50,0.0656
51,0.004
52,0.1945
53,0.1328
54,0.004
55,0.1107
56,0.0672
57,0.1337
58,0.1098
59,0.0
60,0.1173
61,0.0079
62,0.0168
63,0.0139
64,0.0178
65,0.0385
66,0.0817
67,0.0099
68,0.1043
69,0.0431
70,0.0345
71,0.0776
72,0.0117
73,0.0099
74,0.0775
75,0.0266
76,0.0096
77,0.0521
78,0.085
79,0.0263
80,0.0077
81,0.1287
82,0.1827
83,0.0835
84,0.083
85,0.0019
86,0.0338
87,0.0903
88,0.0021
89,0.004
90,0.0913
91,0.0586
92,0.0
93,0.2331
94,0.0215
95,0.0363
96,0.057
97,0.0707
98,0.0312
99,0.0061
100,0.004
101,0.0645
102,0.0
103,0.2196
104,0.0101
105,0.131
106,0.0173
107,0.0998
108,0.0822
109,0.0569
110,0.0179
111,0.1907
112,0.1402
113,0.0138
114,0.0252
115,0.1788
116,0.0218
117,0.0
118,0.0793
119,0.0222
120,0.0354
121,0.05
122,0.0299
123,0.028
124,0.3807
125,0.0
126,0.043
127,0.0041
128,0.1878
129,0.002
130,0.0265
131,0.002
132,0.0475
133,0.1706
134,0.0399
135,0.004
136,0.0143
137,0.0217
138,0.0273
139,0.0059
140,0.0497
141,0.006
142,0.0
143,0.0787
144,0.0039
145,0.2597
146,0.1754
147,0.0123
148,0.2243
149,0.0306
150,0.0941
151,0.0103
152,0.0431
153,0.0758
154,0.0727
155,0.0381
156,0.0312
157,0.0806
158,0.008
159,0.0039
160,0.0
161,0.004
162,0.061
163,0.0174
164,0.0438
165,0.2334
166,0.2275
167,0.1243
168,0.0122
169,0.0467
170,0.1358
171,0.0022
172,0.0212
173,0.09
174,0.0124
175,0.0
176,0.1945
177,0.1787
178,0.3056
179,0.0376
180,0.0
181,0.0891
182,0.1054
183,0.2178
184,0.0783
185,0.0346
186,0.4191
187,0.2191
188,0.1235
189,0.2325
190,0.0813
191,0.3221
192,0.1765
193,0.1939
194,0.1414
195,0.0406
196,0.142
197,0.144
198,0.1512
199,0.08
