,acc_class
0,0.1340000033378601
1,0.024000000208616257
2,0.019999999552965164
3,0.15600000321865082
4,0.012000000104308128
5,0.001999999862164259
6,0.035999998450279236
7,0.001999999862164259
8,0.0
9,0.025999998673796654
10,0.0
11,0.006000000052154064
12,0.08999999612569809
13,0.2839999794960022
14,0.06199999898672104
15,0.0
16,0.025999998673796654
17,0.0
18,0.13199999928474426
19,0.0
20,0.006000000052154064
21,0.0
22,0.035999998450279236
23,0.4439999759197235
24,0.0
25,0.0
26,0.012000000104308128
27,0.06199999898672104
28,0.01599999889731407
29,0.0
30,0.0
31,0.009999999776482582
32,0.001999999862164259
33,0.0
34,0.1419999897480011
35,0.02199999988079071
36,0.025999998673796654
37,0.04800000041723251
38,0.017999999225139618
39,0.01599999889731407
40,0.003999999724328518
41,0.03199999779462814
42,0.024000000208616257
43,0.1639999896287918
44,0.03199999779462814
45,0.0559999980032444
46,0.10599999874830246
47,0.006000000052154064
48,0.0
49,0.02199999988079071
50,0.001999999862164259
51,0.009999999776482582
52,0.10999999940395355
53,0.0
54,0.0
55,0.03399999812245369
56,0.012000000104308128
57,0.009999999776482582
58,0.0
59,0.035999998450279236
60,0.04999999701976776
61,0.03199999779462814
62,0.001999999862164259
63,0.012000000104308128
64,0.009999999776482582
65,0.003999999724328518
66,0.0
67,0.0
68,0.003999999724328518
69,0.0
70,0.02199999988079071
71,0.01599999889731407
72,0.07000000029802322
73,0.01599999889731407
74,0.001999999862164259
75,0.001999999862164259
76,0.017999999225139618
77,0.053999997675418854
78,0.012000000104308128
79,0.009999999776482582
80,0.006000000052154064
81,0.041999999433755875
82,0.10199999809265137
83,0.0
84,0.003999999724328518
85,0.0139999995008111
86,0.012000000104308128
87,0.003999999724328518
88,0.001999999862164259
89,0.019999999552965164
90,0.20399999618530273
91,0.04399999976158142
92,0.003999999724328518
93,0.0139999995008111
94,0.001999999862164259
95,0.025999998673796654
96,0.009999999776482582
97,0.041999999433755875
98,0.009999999776482582
99,0.006000000052154064
100,0.003999999724328518
101,0.04800000041723251
102,0.04600000008940697
103,0.07599999755620956
104,0.007999999448657036
105,0.001999999862164259
106,0.012000000104308128
107,0.0279999990016222
108,0.0139999995008111
109,0.04399999976158142
110,0.006000000052154064
111,0.0
112,0.009999999776482582
113,0.003999999724328518
114,0.0
115,0.11400000005960464
116,0.001999999862164259
117,0.0
118,0.017999999225139618
119,0.001999999862164259
120,0.0
121,0.006000000052154064
122,0.0
123,0.006000000052154064
124,0.019999999552965164
125,0.029999999329447746
126,0.006000000052154064
127,0.0
128,0.0279999990016222
129,0.06199999898672104
130,0.0
131,0.0
132,0.001999999862164259
133,0.03399999812245369
134,0.09600000083446503
135,0.017999999225139618
136,0.001999999862164259
137,0.007999999448657036
138,0.006000000052154064
139,0.019999999552965164
140,0.012000000104308128
141,0.001999999862164259
142,0.0
143,0.025999998673796654
144,0.0279999990016222
145,0.03999999910593033
146,0.09799999743700027
147,0.01599999889731407
148,0.04399999976158142
149,0.0
150,0.012000000104308128
151,0.003999999724328518
152,0.001999999862164259
153,0.017999999225139618
154,0.024000000208616257
155,0.003999999724328518
156,0.003999999724328518
157,0.0
158,0.0
159,0.009999999776482582
160,0.003999999724328518
161,0.0
162,0.0
163,0.017999999225139618
164,0.024000000208616257
165,0.057999998331069946
166,0.0
167,0.024000000208616257
168,0.007999999448657036
169,0.0139999995008111
170,0.006000000052154064
171,0.0139999995008111
172,0.0
173,0.06599999964237213
174,0.04399999976158142
175,0.0
176,0.017999999225139618
177,0.012000000104308128
178,0.11400000005960464
179,0.009999999776482582
180,0.029999999329447746
181,0.003999999724328518
182,0.0
183,0.057999998331069946
184,0.1340000033378601
185,0.017999999225139618
186,0.041999999433755875
187,0.08799999952316284
188,0.006000000052154064
189,0.1340000033378601
190,0.0139999995008111
191,0.14999999105930328
192,0.10999999940395355
193,0.003999999724328518
194,0.035999998450279236
195,0.085999995470047
196,0.12999999523162842
197,0.0139999995008111
198,0.006000000052154064
199,0.025999998673796654
