,number_pca_components_class
0,26
1,28
2,33
3,35
4,32
5,41
6,40
7,40
8,33
9,37
10,36
11,39
12,33
13,24
14,37
15,42
16,42
17,42
18,34
19,38
20,32
21,37
22,31
23,23
24,39
25,42
26,41
27,43
28,39
29,43
30,38
31,38
32,39
33,42
34,37
35,38
36,33
37,38
38,37
39,33
40,41
41,40
42,37
43,37
44,29
45,29
46,38
47,40
48,41
49,42
50,36
51,37
52,33
53,43
54,43
55,33
56,38
57,39
58,35
59,42
60,35
61,38
62,41
63,44
64,43
65,34
66,41
67,49
68,36
69,43
70,28
71,36
72,44
73,45
74,41
75,44
76,50
77,41
78,36
79,47
80,47
81,26
82,35
83,39
84,37
85,43
86,35
87,38
88,47
89,45
90,30
91,38
92,43
93,34
94,23
95,39
96,37
97,35
98,40
99,46
100,45
101,37
102,45
103,26
104,41
105,38
106,44
107,29
108,30
109,40
110,42
111,25
112,36
113,44
114,40
115,24
116,29
117,42
118,33
119,40
120,43
121,29
122,46
123,40
124,26
125,43
126,31
127,40
128,31
129,39
130,42
131,45
132,40
133,22
134,42
135,40
136,39
137,41
138,38
139,44
140,35
141,41
142,41
143,34
144,44
145,25
146,30
147,43
148,37
149,47
150,45
151,41
152,40
153,24
154,27
155,42
156,45
157,35
158,49
159,46
160,48
161,45
162,37
163,37
164,35
165,31
166,19
167,33
168,49
169,38
170,32
171,44
172,46
173,34
174,40
175,47
176,33
177,29
178,27
179,38
180,40
181,35
182,32
183,36
184,26
185,44
186,27
187,25
188,37
189,34
190,36
191,22
192,26
193,28
194,30
195,37
196,35
197,37
198,33
199,34
