,number_pca_components_class
0,20
1,20
2,26
3,31
4,28
5,37
6,37
7,37
8,30
9,33
10,35
11,35
12,25
13,20
14,27
15,40
16,40
17,39
18,29
19,34
20,28
21,35
22,24
23,12
24,38
25,37
26,35
27,41
28,38
29,40
30,35
31,31
32,37
33,37
34,30
35,32
36,29
37,32
38,32
39,30
40,39
41,37
42,36
43,34
44,22
45,18
46,35
47,36
48,38
49,39
50,30
51,34
52,28
53,40
54,40
55,31
56,31
57,31
58,30
59,40
60,31
61,32
62,39
63,44
64,44
65,31
66,38
67,49
68,34
69,41
70,20
71,33
72,42
73,41
74,37
75,44
76,49
77,37
78,30
79,46
80,46
81,19
82,28
83,38
84,36
85,40
86,32
87,35
88,47
89,43
90,24
91,31
92,42
93,28
94,19
95,39
96,31
97,34
98,38
99,46
100,44
101,34
102,45
103,17
104,39
105,35
106,43
107,28
108,27
109,40
110,40
111,22
112,32
113,42
114,37
115,18
116,23
117,41
118,29
119,37
120,39
121,23
122,44
123,38
124,20
125,41
126,26
127,41
128,25
129,36
130,42
131,44
132,38
133,14
134,40
135,40
136,38
137,39
138,35
139,44
140,34
141,41
142,40
143,32
144,42
145,19
146,24
147,42
148,36
149,46
150,45
151,42
152,36
153,19
154,24
155,42
156,44
157,33
158,48
159,45
160,46
161,42
162,34
163,33
164,33
165,25
166,12
167,28
168,48
169,33
170,28
171,44
172,45
173,32
174,39
175,46
176,30
177,24
178,23
179,35
180,38
181,30
182,24
183,30
184,18
185,40
186,18
187,17
188,34
189,28
190,30
191,15
192,13
193,24
194,27
195,33
196,26
197,32
198,28
199,30
