,number_pca_components_class
0,12
1,17
2,18
3,19
4,21
5,21
6,24
7,23
8,20
9,19
10,24
11,22
12,17
13,11
14,17
15,23
16,25
17,24
18,14
19,21
20,18
21,20
22,17
23,7
24,21
25,20
26,22
27,23
28,21
29,21
30,22
31,22
32,22
33,22
34,19
35,21
36,17
37,18
38,20
39,18
40,24
41,27
42,21
43,18
44,15
45,12
46,19
47,24
48,23
49,22
50,20
51,21
52,18
53,24
54,20
55,18
56,18
57,18
58,21
59,19
60,12
61,16
62,20
63,17
64,23
65,17
66,24
67,25
68,15
69,26
70,11
71,18
72,23
73,22
74,20
75,21
76,24
77,17
78,19
79,25
80,24
81,17
82,12
83,19
84,21
85,20
86,17
87,18
88,24
89,23
90,12
91,22
92,21
93,14
94,11
95,21
96,22
97,20
98,20
99,24
100,21
101,17
102,27
103,15
104,21
105,15
106,19
107,19
108,18
109,19
110,20
111,13
112,14
113,23
114,23
115,17
116,13
117,23
118,19
119,17
120,17
121,15
122,26
123,18
124,13
125,20
126,15
127,19
128,14
129,22
130,22
131,21
132,19
133,9
134,19
135,20
136,22
137,22
138,16
139,24
140,19
141,23
142,20
143,18
144,25
145,15
146,15
147,22
148,17
149,21
150,20
151,21
152,23
153,11
154,17
155,22
156,21
157,21
158,25
159,25
160,25
161,22
162,22
163,17
164,19
165,17
166,11
167,15
168,23
169,16
170,20
171,21
172,22
173,16
174,21
175,24
176,14
177,15
178,14
179,19
180,20
181,15
182,15
183,17
184,11
185,23
186,10
187,10
188,17
189,12
190,14
191,8
192,11
193,18
194,16
195,22
196,17
197,20
198,17
199,17
