epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,10.842,14.316,14.64,13.783999999999999,26.388,26.93
1,11.552,16.830000000000002,17.07,13.382,25.158,26.05
2,11.501999999999999,16.798,17.11,13.044,24.194,24.87
4,11.814,18.674,19.03,14.09,28.610000000000003,29.099999999999998
6,12.128,19.178,19.61,15.049999999999999,31.934,32.019999999999996
8,12.02,18.104,18.61,15.709999999999999,34.123999999999995,34.56
10,11.856,17.076,17.18,16.374,36.018,35.96
12,11.762,15.988,15.989999999999998,17.150000000000002,37.269999999999996,37.18
14,11.784,15.193999999999999,15.32,18.028,38.035999999999994,37.940000000000005
16,11.934000000000001,15.03,15.160000000000002,19.072,38.166,37.8
18,12.357999999999999,15.366,15.2,20.268,37.858000000000004,36.85
20,12.809999999999999,15.786,15.72,21.444,37.242,36.230000000000004
25,15.122,18.304000000000002,17.84,24.932000000000002,35.144,33.56
30,19.118,20.776,19.66,29.093999999999998,33.352,30.64
35,24.026,22.782,20.9,33.296,30.953999999999997,28.04
40,29.568,23.788,21.529999999999998,37.044,28.910000000000004,24.85
45,34.748000000000005,24.535999999999998,21.39,40.568,27.817999999999998,24.11
50,38.852,25.374000000000002,21.8,43.66,27.508,22.99
55,43.006,25.3,21.04,47.076,26.68,21.88
60,47.49,26.082,20.75,51.322,27.232,21.64
65,53.434000000000005,26.086,20.96,55.96600000000001,27.122,21.8
70,58.702,24.86,19.21,61.272000000000006,25.363999999999997,19.470000000000002
75,61.684000000000005,26.3,20.34,63.226000000000006,26.363999999999997,20.48
80,65.046,25.696,19.29,66.61,25.804,19.18
85,68.196,26.101999999999997,19.46,69.518,26.35,19.67
90,71.526,26.31,18.95,72.832,26.512,19.139999999999997
95,73.748,26.878,20.22,74.844,26.928,20.19
100,75.402,26.732,18.88,76.742,26.784000000000002,19.5
105,78.28,27.439999999999998,19.68,79.278,27.48,19.900000000000002
110,78.724,26.354,18.44,79.88199999999999,26.426,18.509999999999998
115,80.482,26.741999999999997,18.62,81.482,26.984,18.790000000000003
120,83.222,27.382,19.82,84.258,27.439999999999998,20.02
125,83.176,26.966,19.41,84.212,27.0,19.32
130,85.58200000000001,27.294,18.89,86.558,27.195999999999998,19.08
135,87.22800000000001,27.473999999999997,19.919999999999998,88.054,27.439999999999998,19.85
140,87.11,27.6,19.78,87.722,27.63,19.74
145,88.09,27.823999999999998,19.89,88.842,27.618,20.080000000000002
150,88.716,27.755999999999997,19.72,89.352,27.651999999999997,20.01
155,89.79599999999999,27.802,19.71,90.276,27.695999999999998,19.7
160,91.238,27.738000000000003,18.98,91.896,27.633999999999997,19.41
165,91.766,27.708,19.650000000000002,92.368,27.626,19.650000000000002
170,91.336,27.504,19.5,91.85600000000001,27.456000000000003,19.55
175,92.30199999999999,27.716,19.3,92.914,27.62,19.470000000000002
180,94.634,27.728,19.35,95.11,27.654,19.689999999999998
185,94.61,27.744000000000003,19.220000000000002,95.192,27.74,19.15
190,94.366,28.032,19.900000000000002,94.852,27.926000000000002,20.03
195,92.862,27.758,19.62,93.444,27.632,19.6
200,95.17,27.889999999999997,19.21,95.52199999999999,27.804000000000002,19.48
205,97.436,27.882,19.93,97.84,27.848,19.96
210,98.614,27.862,19.84,98.812,27.772000000000002,20.06
215,99.21600000000001,27.87,19.72,99.48,27.833999999999996,19.7
220,99.60799999999999,27.866000000000003,19.93,99.822,27.82,20.01
