,number_pca_components_class
0,2
1,4
2,4
3,6
4,4
5,6
6,3
7,6
8,3
9,5
10,6
11,5
12,5
13,2
14,2
15,3
16,8
17,4
18,2
19,3
20,2
21,4
22,5
23,6
24,5
25,5
26,2
27,7
28,4
29,3
30,3
31,6
32,5
33,3
34,4
35,4
36,6
37,2
38,3
39,7
40,7
41,6
42,6
43,2
44,5
45,6
46,2
47,7
48,6
49,6
50,6
51,5
52,4
53,3
54,5
55,6
56,6
57,2
58,3
59,6
60,4
61,5
62,6
63,3
64,2
65,6
66,2
67,2
68,5
69,3
70,5
71,3
72,5
73,2
74,5
75,3
76,6
77,3
78,3
79,5
80,6
81,7
82,3
83,2
84,5
85,6
86,4
87,2
88,3
89,5
90,5
91,6
92,3
93,2
94,5
95,4
96,3
97,9
98,3
99,4
100,5
101,2
102,2
103,5
104,5
105,4
106,2
107,3
108,3
109,3
110,7
111,4
112,4
113,5
114,5
115,2
116,7
117,4
118,6
119,6
120,2
121,3
122,6
123,5
124,6
125,3
126,3
127,5
128,6
129,5
130,4
131,5
132,8
133,5
134,5
135,2
136,4
137,2
138,6
139,6
140,2
141,5
142,4
143,7
144,4
145,4
146,3
147,7
148,6
149,6
150,5
151,5
152,2
153,6
154,5
155,2
156,6
157,2
158,6
159,5
160,3
161,5
162,2
163,2
164,5
165,5
166,4
167,2
168,4
169,7
170,2
171,2
172,4
173,7
174,5
175,2
176,6
177,5
178,4
179,1
180,5
181,6
182,3
183,2
184,6
185,3
186,2
187,6
188,6
189,4
190,5
191,7
192,5
193,3
194,5
195,2
196,3
197,5
198,6
199,6
