,number_pca_components_class
0,24
1,10
2,11
3,14
4,14
5,12
6,15
7,19
8,17
9,11
10,15
11,13
12,10
13,22
14,20
15,14
16,13
17,18
18,17
19,18
20,13
21,14
22,15
23,20
24,15
25,13
26,12
27,13
28,12
29,13
30,12
31,16
32,13
33,13
34,14
35,11
36,16
37,15
38,18
39,19
40,18
41,15
42,17
43,13
44,13
45,14
46,21
47,14
48,12
49,12
50,13
51,13
52,14
53,12
54,12
55,12
56,12
57,12
58,10
59,13
60,11
61,12
62,19
63,15
64,17
65,13
66,14
67,15
68,13
69,17
70,12
71,21
72,24
73,15
74,15
75,14
76,15
77,13
78,15
79,22
80,22
81,10
82,12
83,19
84,11
85,23
86,17
87,14
88,17
89,15
90,13
91,12
92,17
93,12
94,13
95,18
96,15
97,13
98,14
99,16
100,15
101,20
102,15
103,12
104,13
105,15
106,14
107,13
108,11
109,18
110,15
111,12
112,15
113,19
114,13
115,14
116,12
117,18
118,12
119,12
120,15
121,14
122,17
123,14
124,18
125,16
126,12
127,16
128,14
129,14
130,20
131,17
132,21
133,10
134,22
135,18
136,13
137,17
138,17
139,14
140,13
141,17
142,15
143,11
144,15
145,11
146,12
147,13
148,22
149,21
150,13
151,16
152,15
153,13
154,14
155,16
156,13
157,13
158,18
159,20
160,16
161,17
162,12
163,14
164,12
165,12
166,11
167,13
168,22
169,20
170,15
171,13
172,18
173,17
174,13
175,15
176,13
177,13
178,14
179,15
180,18
181,13
182,13
183,17
184,23
185,14
186,19
187,17
188,19
189,17
190,14
191,13
192,13
193,14
194,19
195,14
196,23
197,16
198,19
199,15
