Epoch,Correct,Total,Accuracy
10,19800,40977,0.4832
11,20831,40977,0.5084
12,21891,40977,0.5342
13,22217,40977,0.5422
14,22649,40977,0.5527
15,22033,40977,0.5377
16,22208,40977,0.542
17,22322,40977,0.5447
18,22478,40977,0.5486
19,22536,40977,0.55
20,21941,40977,0.5354
21,22169,40977,0.541
22,21180,40977,0.5169
23,20591,40977,0.5025
24,21415,40977,0.5226
25,21054,40977,0.5138
26,20929,40977,0.5107
27,19712,40977,0.4811
28,19715,40977,0.4811
29,20019,40977,0.4885
30,19338,40977,0.4719
31,19561,40977,0.4774
32,19390,40977,0.4732
33,18895,40977,0.4611
34,18932,40977,0.462
35,19228,40977,0.4692
36,19248,40977,0.4697
37,18956,40977,0.4626
38,17877,40977,0.4363
39,18036,40977,0.4401
40,18070,40977,0.441
41,18821,40977,0.4593
42,17368,40977,0.4238
43,17017,40977,0.4153
44,18222,40977,0.4447
45,17162,40977,0.4188
46,17826,40977,0.435
47,16888,40977,0.4121
48,17676,40977,0.4314
49,17355,40977,0.4235
50,17487,40977,0.4268
51,16916,40977,0.4128
52,18163,40977,0.4432
53,16485,40977,0.4023
54,17380,40977,0.4241
55,16368,40977,0.3994
56,17721,40977,0.4325
57,16968,40977,0.4141
58,17316,40977,0.4226
59,16451,40977,0.4015
60,16750,40977,0.4088
61,17437,40977,0.4255
62,16316,40977,0.3982
63,14968,40977,0.3653
64,14879,40977,0.3631
65,15959,40977,0.3895
66,14972,40977,0.3654
67,16658,40977,0.4065
68,17247,40977,0.4209
69,16295,40977,0.3977
70,15470,40977,0.3775
71,15085,40977,0.3681
72,15975,40977,0.3899
73,14003,40977,0.3417
74,15571,40977,0.38
75,15028,40977,0.3667
76,13541,40977,0.3305
77,13164,40977,0.3213
78,14117,40977,0.3445
79,13913,40977,0.3395
80,13180,40977,0.3216
81,11201,40977,0.2733
82,12559,40977,0.3065
83,10169,40977,0.2482
84,9045,40977,0.2207
85,12233,40977,0.2985
86,13465,40977,0.3286
87,11905,40977,0.2905
88,11861,40977,0.2895
89,11641,40977,0.2841
90,10502,40977,0.2563
91,6759,40977,0.1649
92,7044,40977,0.1719
93,6613,40977,0.1614
94,6837,40977,0.1668
95,4522,40977,0.1104
96,6273,40977,0.1531
97,4142,40977,0.1011
98,4160,40977,0.1015
99,4135,40977,0.1009
