,pca_variance_class
0,0.6927606056617999
1,0.44121982080442795
2,0.4451070392144409
3,0.5830700586477229
4,0.6927028563951444
5,0.6532506921326017
6,0.6172973949080537
7,0.42412805115865904
8,0.7209098177042347
9,0.5161805179494033
