,acc_class
0,0.306
1,0.354
2,0.31
3,0.012
4,0.326
5,0.062
6,0.008
7,0.028
8,0.054
9,0.114
10,0.016
11,0.048
12,0.052
13,0.258
14,0.078
15,0.04
16,0.006
17,0.066
18,0.196
19,0.078
20,0.062
21,0.152
22,0.152
23,0.114
24,0.01
25,0.054
26,0.132
27,0.038
28,0.096
29,0.036
30,0.062
31,0.126
32,0.034
33,0.014
34,0.184
35,0.01
36,0.048
37,0.026
38,0.048
39,0.086
40,0.032
41,0.05
42,0.052
43,0.086
44,0.14
45,0.098
46,0.034
47,0.072
48,0.072
49,0.086
50,0.108
51,0.036
52,0.27
53,0.11
54,0.044
55,0.224
56,0.136
57,0.15
58,0.164
59,0.076
60,0.108
61,0.096
62,0.004
63,0.076
64,0.0
65,0.04
66,0.128
67,0.014
68,0.14
69,0.086
70,0.01
71,0.062
72,0.014
73,0.016
74,0.034
75,0.044
76,0.002
77,0.024
78,0.126
79,0.008
80,0.016
81,0.216
82,0.036
83,0.066
84,0.032
85,0.012
86,0.052
87,0.032
88,0.004
89,0.046
90,0.1
91,0.03
92,0.064
93,0.144
94,0.09
95,0.106
96,0.098
97,0.148
98,0.034
99,0.026
100,0.006
101,0.034
102,0.006
103,0.384
104,0.042
105,0.062
106,0.012
107,0.124
108,0.052
109,0.012
110,0.066
111,0.144
112,0.06
113,0.03
114,0.096
115,0.298
116,0.04
117,0.014
118,0.074
119,0.002
120,0.006
121,0.094
122,0.002
123,0.012
124,0.156
125,0.018
126,0.034
127,0.048
128,0.132
129,0.004
130,0.032
131,0.02
132,0.02
133,0.244
134,0.022
135,0.006
136,0.016
137,0.004
138,0.048
139,0.024
140,0.01
141,0.044
142,0.01
143,0.206
144,0.02
145,0.338
146,0.112
147,0.02
148,0.112
149,0.024
150,0.046
151,0.014
152,0.022
153,0.104
154,0.054
155,0.02
156,0.026
157,0.038
158,0.004
159,0.022
160,0.034
161,0.008
162,0.048
163,0.034
164,0.096
165,0.18
166,0.25
167,0.082
168,0.05
169,0.042
170,0.106
171,0.014
172,0.006
173,0.08
174,0.082
175,0.0
176,0.1
177,0.154
178,0.202
179,0.028
180,0.022
181,0.032
182,0.054
183,0.152
184,0.038
185,0.038
186,0.34
187,0.216
188,0.116
189,0.094
190,0.11
191,0.346
192,0.118
193,0.214
194,0.068
195,0.046
196,0.142
197,0.04
198,0.088
199,0.082
