,epoch,dot_p_b_corr,dot_p_b_org
0,0,-0.00035923385666771597,0.0022347491712154098
1,1,0.04929702056653113,0.09281940444905046
2,2,0.17334365066860064,0.169384750913399
3,4,-0.027053513760976186,-0.04984228491682647
4,6,-0.04738365553966287,-0.08308165185159191
5,8,-0.09768446932184782,-0.1440329196447228
6,10,-0.13641278361423814,-0.07366088190794198
7,12,-0.053314187577763454,-0.20042305839672891
8,14,8.127022375084004e-05,-0.19961592124281294
9,16,-0.005375524410798899,-0.11955673727085236
10,18,0.07555688184320539,-0.1893177890728437
11,20,-0.18689836985486458,-0.25488308210120947
12,25,-0.08309556948921276,-0.08656879007225425
13,30,0.06177177919663693,0.015148575177599445
14,35,-0.0737177205561964,-0.04126878345905506
15,40,-0.11380066520018622,-0.16844445878993514
16,45,0.14643336773960858,0.13572732494879536
17,50,-0.1597633088254873,-0.14910908436078518
18,55,0.020589593263725028,0.011406291521218942
19,60,0.0572561055406372,-0.05510172662506916
20,65,-0.11389228364068851,-0.009400145319867506
21,70,0.11465879346103916,0.07730094735698097
22,75,0.06739730119371957,0.1263437474711166
23,80,-0.1703190724890976,-0.20290135137988421
24,85,-0.0006630531418255648,0.009802523204112108
25,90,-0.0056049007518212575,0.006355422739933736
26,95,-0.062250883932729574,0.0009629557497929098
27,100,0.005489359899289265,-0.1182481365102345
28,105,-0.12365232261051935,-0.11153032542658148
29,110,0.007502386332721923,-0.10928804750332982
30,115,-0.060025965377263395,0.17790827127501796
31,120,-0.12907856599491824,-0.010448837043765986
32,125,-0.13387719197126788,0.0037538309045243193
33,130,0.06123941769369944,-0.006673592658939415
34,135,0.0607011177726966,-0.05867325849179414
35,140,-0.06178155955136251,-0.11340267149712946
36,145,-0.0002540619624676221,-0.11687209907885919
37,150,-0.127163658076037,-0.11962964465799542
38,155,-0.1272956715191,-0.10831389246024972
39,160,-0.186562689086638,-0.05676018716138214
