,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.014575915500636591,0.014945578882970462
1,1,0.1790869302302168,0.2025716352334165
2,2,0.19418218636284817,0.22817333337598558
3,4,0.23084529501438103,0.26966458500536605
4,6,0.2660368654306349,0.3047695434123471
5,8,0.2874438884973665,0.32383607733407055
6,10,0.3004749026577389,0.3335762755245466
7,12,0.30872509010137245,0.3381768892245985
8,14,0.31505269430186666,0.3407004726424127
9,16,0.3176724157719703,0.33955263750952075
10,18,0.31801925693620753,0.336150578128002
11,20,0.31688354076587627,0.33125044394990183
12,25,0.30132531269935203,0.30627947102169356
13,30,0.2820598365114541,0.27840924325344485
14,35,0.2630477300604061,0.2522764057024188
15,40,0.25758248894939056,0.24308019484349366
16,45,0.2563150175775493,0.23779594295098963
17,50,0.2681910525427658,0.24802679931793636
18,55,0.26997051759606994,0.24707073624285855
19,60,0.27523061322980824,0.25078556383508177
20,65,0.28085904263107614,0.2541216318855208
21,70,0.2870251451358685,0.2598622737374754
22,75,0.283226965849703,0.2535508300759267
23,80,0.2931226402596642,0.2634539236290127
24,85,0.29370489942250017,0.2628172797110759
25,90,0.29575334300203737,0.2639407216699217
26,95,0.29863673391016377,0.2667025629087619
27,100,0.30148258136319916,0.2687320813253765
28,105,0.30094836924060986,0.2683567759820778
29,110,0.3064592654175158,0.27238859142694877
30,115,0.30665258444742555,0.2724785568630255
31,120,0.30141725962380006,0.2676435216843093
32,125,0.30027621310994473,0.2663520826639636
33,130,0.3211663785162753,0.2863620644964369
34,135,0.31675630759554363,0.28119071580217436
35,140,0.3130454960250227,0.2779065179437462
36,145,0.3083652248226484,0.2737111322830696
37,150,0.30515054747593995,0.27088854780230737
38,155,0.302623725938037,0.2685825678706823
39,160,0.30056925037027643,0.26674666388633755
40,165,0.2988597444526993,0.2650664526706001
