,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.016504883982984313,0.016514674179636202
1,1,0.16204736873082923,0.19575274647631893
2,2,0.19980820643957262,0.23461161695864333
3,4,0.2367580322348658,0.27523807139113965
4,6,0.2643441388989258,0.3026858582333951
5,8,0.28468467455846674,0.320913486740089
6,10,0.2990460052678357,0.33198472571465165
7,12,0.3095038592426995,0.3388615862675832
8,14,0.3154729974502505,0.34113223942429954
9,16,0.3192834814333463,0.34123405171830046
10,18,0.31838261101793297,0.3366255261147564
11,20,0.3158961251701809,0.33038014131095084
12,25,0.3017615829773126,0.30717473148766344
13,30,0.2828137783781199,0.28011330653227356
14,35,0.2650952596223501,0.25581724161060315
15,40,0.25180511354819723,0.23788658247713157
16,45,0.2610442860282581,0.2434979915410009
17,50,0.26593990421417596,0.24623290427572975
18,55,0.27037112381206335,0.24864783184733313
19,60,0.2754205613910056,0.2509753263025664
20,65,0.27532557479721226,0.24970511664254352
21,70,0.28705491233139874,0.2601075846860551
22,75,0.28801481812843555,0.25998838108304095
23,80,0.296203463763808,0.26745503391343894
24,85,0.29518913395273944,0.2650342265171167
25,90,0.29593319217655484,0.26382946436378757
26,95,0.3034432880745709,0.2716511588895125
27,100,0.30206258731367813,0.27005847874049727
28,105,0.3039346591660425,0.2711052710589263
29,110,0.30594332410021197,0.27290416959893876
30,115,0.3047601044870418,0.2717406476226817
31,120,0.3088597268627301,0.27517406973829933
32,125,0.30885500138601363,0.2750047039882216
33,130,0.31852407381615316,0.28376101841663587
34,135,0.31613929861928713,0.2815290753494359
35,140,0.31356924739052094,0.2788463115986792
36,145,0.3121343204649318,0.2772923073047373
37,150,0.31081507484486715,0.27631328732632704
38,155,0.3076549291025477,0.27342666191391346
39,160,0.30480117749965663,0.2707993460467218
