,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.002507447064887305,-0.0020965453023690205
1,1,0.020375809305586103,0.1966486258278265
2,2,0.20125116651318853,0.10217803262239578
3,4,0.13141323302856223,-0.08535237838079629
4,6,-0.009108760878490897,-0.10127260102257513
5,8,-0.04191680626066798,-0.006865763421753274
6,10,0.07080897483164819,0.012190359844175781
7,12,-0.17764684752006277,0.04968529824752904
8,14,-0.038286386395125264,-0.08019309808454118
9,16,-0.014502019331666822,-0.00089366656794313
10,18,-0.12107538060895527,0.009624616584415636
11,20,0.06278922858367779,-0.06535782244183012
12,25,0.11398975747179035,0.11710649064286863
13,30,0.16129143387498,0.04410495263887599
14,35,0.0023579008156929208,-0.1450058471245441
15,40,0.05013762030711336,-0.059954393564374556
16,45,0.06333854391296298,-0.027685601208087596
17,50,0.0024893602552558793,-0.046843185350611875
18,55,0.056635642964177405,-0.04032560637089097
19,60,0.07078066816319255,0.0739645307334311
20,65,0.07048853488381705,0.015585566864679615
21,70,0.11867574581608596,0.21009184921389346
22,75,-0.0019985238603326128,-0.05166188403366685
23,80,-0.012828631841625549,0.031052986863398538
24,85,0.02005279330113041,0.04959687926207362
25,90,0.060653499419000535,0.0006969454288698496
26,95,-0.005989262700264664,0.050948059919201594
27,100,0.05995600285617081,-0.10287421591880908
28,105,-0.11163597393019907,0.10982149254322637
29,110,0.0015818939522147801,-0.2277372838815453
30,115,-0.012350674630728748,0.11532007515700374
31,120,6.591793683650704e-05,0.05861280442118714
32,125,-0.06499658180019156,-0.051100787161678776
33,130,-0.0020137062338885237,-0.0005126727785984387
34,135,0.12900466307771427,-0.04970888554461395
