,acc_class
0,0.6998
1,0.6149
2,0.6634
3,0.587
4,0.7833
5,0.7189
6,0.7248
7,0.6155
8,0.7321
9,0.6255
10,0.7194
11,0.7199
12,0.6884
13,0.5679
14,0.6641
15,0.6867
16,0.7311
17,0.7471
18,0.6429
19,0.6763
20,0.6375
21,0.7285
22,0.6922
23,0.692
24,0.7006
25,0.7193
26,0.651
27,0.6474
28,0.6095
29,0.6996
30,0.752
31,0.75
32,0.7633
33,0.666
34,0.679
35,0.5535
36,0.6455
37,0.6132
38,0.6558
39,0.6347
40,0.7429
41,0.7357
42,0.7356
43,0.6803
44,0.6692
45,0.6376
46,0.7047
47,0.751
48,0.602
49,0.506
50,0.48
51,0.5071
52,0.5963
53,0.583
54,0.6252
55,0.6714
56,0.5755
57,0.4759
58,0.7225
59,0.6975
60,0.5797
61,0.6516
62,0.5804
63,0.6236
64,0.6571
65,0.583
66,0.6044
67,0.7354
68,0.5672
69,0.714
70,0.5279
71,0.6707
72,0.6541
73,0.7037
74,0.6889
75,0.7212
76,0.6475
77,0.5632
78,0.668
79,0.7269
80,0.6757
81,0.5514
82,0.6373
83,0.7025
84,0.6421
85,0.604
86,0.4524
87,0.5496
88,0.7425
89,0.778
90,0.5996
91,0.6265
92,0.5884
93,0.6253
94,0.5166
95,0.7158
96,0.62
97,0.7293
98,0.7371
99,0.7
100,0.7278
101,0.6846
102,0.6798
103,0.598
104,0.7806
105,0.6203
106,0.6762
107,0.6876
108,0.617
109,0.6571
110,0.5629
111,0.6405
112,0.5079
113,0.7195
114,0.6633
115,0.6356
116,0.4451
117,0.7058
118,0.5902
119,0.6242
120,0.6534
121,0.5697
122,0.7505
123,0.6921
124,0.5336
125,0.6631
126,0.5478
127,0.6162
128,0.4961
129,0.5805
130,0.6871
131,0.6828
132,0.6595
133,0.4124
134,0.6145
135,0.6791
136,0.7073
137,0.6375
138,0.6034
139,0.7774
140,0.5604
141,0.6376
142,0.6701
143,0.6614
144,0.8196
145,0.6235
146,0.6529
147,0.7103
148,0.7292
149,0.6876
150,0.6749
151,0.5553
152,0.7734
153,0.5495
154,0.609
155,0.6044
156,0.7495
157,0.6347
158,0.6532
159,0.7442
160,0.7863
161,0.729
162,0.5289
163,0.6222
164,0.5996
165,0.5446
166,0.5832
167,0.4868
168,0.6875
169,0.5493
170,0.5674
171,0.6205
172,0.6471
173,0.6785
174,0.7423
175,0.7137
176,0.5706
177,0.6563
178,0.6515
179,0.7391
180,0.6564
181,0.6167
182,0.6728
183,0.6463
184,0.6341
185,0.6961
186,0.7255
187,0.677
188,0.7163
189,0.6706
190,0.6463
191,0.5781
192,0.6602
193,0.7438
194,0.5822
195,0.6197
196,0.6351
197,0.5894
198,0.6693
199,0.7251
