,pca_variance_class
0,0.46169096012376093
1,0.45966539264186884
2,0.3773510225286669
3,0.5138723602406469
4,0.39062473682421617
5,0.3963459624072131
6,0.4125618791732447
7,0.4048867158567492
8,0.3959362305525746
9,0.48698213729633416
