,number_pca_components_class
0,170
1,117
2,162
3,150
4,138
5,162
6,184
7,182
8,158
9,143
10,186
11,164
12,126
13,172
14,187
15,170
16,205
17,203
18,169
19,179
20,146
21,170
22,144
23,146
24,176
25,176
26,166
27,176
28,144
29,162
30,174
31,159
32,170
33,158
34,145
35,115
36,160
37,148
38,178
39,169
40,189
41,170
42,176
43,179
44,123
45,171
46,182
47,167
48,161
49,104
50,109
51,125
52,121
53,130
54,154
55,137
56,132
57,99
58,115
59,205
60,146
61,164
62,140
63,183
64,210
65,155
66,130
67,206
68,154
69,164
70,136
71,183
72,188
73,205
74,191
75,155
76,236
77,162
78,142
79,221
80,207
81,122
82,143
83,202
84,135
85,169
86,142
87,138
88,200
89,203
90,189
91,161
92,165
93,144
94,126
95,172
96,152
97,143
98,183
99,194
100,196
101,172
102,208
103,139
104,182
105,163
106,188
107,133
108,149
109,193
110,145
111,129
112,151
113,209
114,146
115,139
116,119
117,186
118,127
119,160
120,176
121,131
122,191
123,167
124,148
125,181
126,136
127,166
128,142
129,177
130,184
131,203
132,199
133,99
134,175
135,221
136,166
137,171
138,193
139,190
140,142
141,162
142,189
143,141
144,207
145,108
146,151
147,178
148,180
149,216
150,176
151,162
152,182
153,146
154,146
155,151
156,183
157,153
158,197
159,197
160,204
161,208
162,116
163,188
164,126
165,108
166,105
167,160
168,216
169,166
170,128
171,154
172,173
173,147
174,179
175,215
176,144
177,144
178,150
179,183
180,185
181,147
182,153
183,164
184,178
185,203
186,176
187,181
188,203
189,184
190,158
191,125
192,150
193,153
194,132
195,143
196,187
197,156
198,155
199,169
