,number_pca_components_class
0,5
1,11
2,9
3,11
4,9
5,13
6,12
7,12
8,11
9,13
10,12
11,9
12,11
13,5
14,6
15,10
16,11
17,11
18,8
19,11
20,9
21,9
22,6
23,4
24,11
25,11
26,10
27,11
28,11
29,11
30,13
31,10
32,12
33,12
34,11
35,12
36,7
37,8
38,8
39,8
40,10
41,12
42,8
43,8
44,11
45,5
46,8
47,10
48,13
49,11
50,10
51,10
52,10
53,11
54,12
55,10
56,11
57,10
58,13
59,11
60,7
61,13
62,10
63,9
64,11
65,10
66,8
67,12
68,10
69,11
70,6
71,6
72,9
73,10
74,10
75,10
76,12
77,10
78,9
79,11
80,11
81,7
82,10
83,7
84,8
85,10
86,9
87,8
88,12
89,12
90,7
91,12
92,10
93,10
94,6
95,8
96,6
97,11
98,13
99,11
100,11
101,7
102,10
103,6
104,10
105,9
106,10
107,9
108,7
109,9
110,10
111,8
112,8
113,9
114,11
115,7
116,5
117,11
118,8
119,11
120,10
121,6
122,11
123,11
124,5
125,10
126,11
127,11
128,8
129,10
130,9
131,11
132,8
133,5
134,10
135,10
136,12
137,7
138,9
139,10
140,11
141,11
142,11
143,11
144,12
145,7
146,6
147,12
148,6
149,11
150,11
151,11
152,9
153,7
154,5
155,10
156,11
157,6
158,10
159,11
160,11
161,11
162,8
163,9
164,8
165,8
166,5
167,8
168,11
169,9
170,6
171,12
172,10
173,6
174,10
175,11
176,10
177,7
178,6
179,9
180,9
181,8
182,5
183,6
184,4
185,10
186,4
187,4
188,5
189,6
190,8
191,6
192,5
193,7
194,5
195,7
196,7
197,5
198,5
199,7
