,pca_variance_class
0,0.9244877965531728
1,0.9214259366013048
2,0.9169224719769072
3,0.9238018828423477
4,0.9209774243917843
5,0.9237880755961033
6,0.923741730950699
7,0.9202778888766503
8,0.9272597191897385
9,0.9272289409387681
