,number_pca_components_class
0,20
1,16
2,21
3,24
4,25
5,29
6,34
7,35
8,29
9,26
10,32
11,31
12,20
13,18
14,24
15,33
16,32
17,37
18,24
19,28
20,22
21,27
22,23
23,10
24,31
25,29
26,31
27,30
28,27
29,29
30,28
31,29
32,31
33,29
34,25
35,26
36,28
37,25
38,29
39,23
40,31
41,40
42,30
43,24
44,22
45,18
46,29
47,37
48,30
49,28
50,24
51,25
52,22
53,35
54,28
55,21
56,22
57,23
58,26
59,33
60,22
61,27
62,32
63,28
64,38
65,27
66,34
67,39
68,24
69,39
70,19
71,28
72,36
73,34
74,30
75,37
76,38
77,28
78,31
79,44
80,42
81,21
82,18
83,31
84,27
85,30
86,31
87,31
88,40
89,41
90,23
91,28
92,39
93,18
94,22
95,36
96,28
97,37
98,38
99,43
100,34
101,30
102,44
103,24
104,37
105,23
106,32
107,29
108,28
109,30
110,34
111,18
112,22
113,36
114,32
115,24
116,20
117,39
118,22
119,26
120,27
121,24
122,38
123,31
124,19
125,34
126,24
127,34
128,22
129,32
130,37
131,35
132,32
133,16
134,31
135,38
136,32
137,33
138,28
139,38
140,32
141,37
142,36
143,27
144,39
145,20
146,22
147,37
148,26
149,35
150,34
151,37
152,29
153,21
154,24
155,36
156,35
157,29
158,39
159,40
160,41
161,36
162,27
163,30
164,27
165,26
166,16
167,23
168,43
169,25
170,26
171,32
172,34
173,29
174,36
175,38
176,19
177,23
178,21
179,33
180,33
181,26
182,22
183,27
184,17
185,36
186,14
187,15
188,27
189,21
190,22
191,14
192,18
193,29
194,22
195,29
196,26
197,28
198,25
199,24
