,acc_class
0,0.092
1,0.128
2,0.018
3,0.018
4,0.0
5,0.004
6,0.008
7,0.0
8,0.006
9,0.0
10,0.002
11,0.03
12,0.072
13,0.208
14,0.0
15,0.06
16,0.004
17,0.034
18,0.026
19,0.002
20,0.022
21,0.042
22,0.014
23,0.51
24,0.028
25,0.002
26,0.012
27,0.004
28,0.0
29,0.008
30,0.01
31,0.198
32,0.0
33,0.01
34,0.064
35,0.006
36,0.062
37,0.02
38,0.006
39,0.042
40,0.002
41,0.008
42,0.018
43,0.012
44,0.018
45,0.024
46,0.004
47,0.024
48,0.0
49,0.0
50,0.0
51,0.004
52,0.004
53,0.034
54,0.03
55,0.038
56,0.0
57,0.008
58,0.144
59,0.0
60,0.054
61,0.0
62,0.0
63,0.0
64,0.0
65,0.008
66,0.004
67,0.008
68,0.012
69,0.028
70,0.004
71,0.02
72,0.038
73,0.002
74,0.002
75,0.018
76,0.0
77,0.02
78,0.01
79,0.004
80,0.018
81,0.258
82,0.162
83,0.014
84,0.004
85,0.05
86,0.042
87,0.002
88,0.0
89,0.004
90,0.026
91,0.0
92,0.0
93,0.062
94,0.0
95,0.052
96,0.018
97,0.0
98,0.106
99,0.0
100,0.024
101,0.012
102,0.0
103,0.012
104,0.004
105,0.008
106,0.006
107,0.02
108,0.022
109,0.0
110,0.0
111,0.23
112,0.048
113,0.02
114,0.006
115,0.03
116,0.01
117,0.036
118,0.0
119,0.032
120,0.0
121,0.026
122,0.0
123,0.05
124,0.006
125,0.026
126,0.0
127,0.01
128,0.0
129,0.0
130,0.002
131,0.0
132,0.012
133,0.344
134,0.03
135,0.006
136,0.0
137,0.074
138,0.01
139,0.014
140,0.012
141,0.002
142,0.0
143,0.116
144,0.052
145,0.25
146,0.068
147,0.0
148,0.02
149,0.02
150,0.0
151,0.002
152,0.024
153,0.012
154,0.034
155,0.03
156,0.008
157,0.006
158,0.002
159,0.0
160,0.01
161,0.0
162,0.022
163,0.016
164,0.006
165,0.014
166,0.26
167,0.012
168,0.0
169,0.024
170,0.166
171,0.002
172,0.004
173,0.018
174,0.006
175,0.022
176,0.098
177,0.056
178,0.162
179,0.022
180,0.002
181,0.084
182,0.006
183,0.178
184,0.084
185,0.006
186,0.214
187,0.192
188,0.032
189,0.12
190,0.078
191,0.422
192,0.286
193,0.032
194,0.234
195,0.012
196,0.038
197,0.008
198,0.168
199,0.046
