,number_pca_components_class
0,66
1,50
2,44
3,41
4,54
5,43
6,66
7,58
8,43
9,51
10,71
11,40
12,37
13,65
14,65
15,71
16,69
17,87
18,70
19,56
20,33
21,53
22,46
23,55
24,47
25,48
26,46
27,46
28,38
29,45
30,48
31,42
32,51
33,60
34,45
35,36
36,52
37,55
38,66
39,56
40,81
41,75
42,59
43,55
44,46
45,47
46,70
47,50
48,37
49,42
50,31
51,35
52,41
53,39
54,50
55,41
56,32
57,33
58,39
59,57
60,20
61,40
62,38
63,34
64,58
65,32
66,33
67,76
68,34
69,64
70,26
71,43
72,69
73,63
74,54
75,46
76,75
77,26
78,56
79,87
80,75
81,27
82,34
83,58
84,33
85,60
86,42
87,44
88,64
89,73
90,55
91,54
92,42
93,37
94,29
95,50
96,43
97,34
98,57
99,55
100,46
101,51
102,69
103,50
104,56
105,31
106,38
107,42
108,34
109,54
110,40
111,25
112,32
113,66
114,52
115,46
116,24
117,55
118,43
119,30
120,41
121,35
122,71
123,34
124,40
125,44
126,33
127,45
128,36
129,60
130,56
131,57
132,57
133,23
134,57
135,52
136,38
137,53
138,52
139,54
140,47
141,54
142,59
143,33
144,79
145,34
146,28
147,42
148,64
149,59
150,44
151,52
152,65
153,40
154,28
155,58
156,38
157,42
158,66
159,69
160,69
161,53
162,25
163,52
164,35
165,27
166,22
167,41
168,77
169,51
170,26
171,43
172,58
173,38
174,54
175,64
176,30
177,47
178,40
179,39
180,40
181,43
182,49
183,45
184,61
185,66
186,54
187,56
188,53
189,66
190,44
191,33
192,41
193,41
194,39
195,57
196,58
197,38
198,49
199,56
