,number_pca_components_class
0,5
1,9
2,10
3,10
4,11
5,11
6,12
7,11
8,10
9,11
10,11
11,10
12,9
13,5
14,8
15,10
16,11
17,10
18,7
19,11
20,9
21,8
22,7
23,4
24,9
25,9
26,9
27,10
28,10
29,10
30,11
31,8
32,10
33,11
34,10
35,11
36,7
37,8
38,8
39,9
40,10
41,11
42,9
43,9
44,10
45,5
46,9
47,9
48,11
49,11
50,10
51,10
52,11
53,11
54,11
55,9
56,10
57,10
58,10
59,10
60,7
61,9
62,9
63,9
64,11
65,10
66,9
67,11
68,8
69,10
70,7
71,7
72,9
73,9
74,8
75,10
76,11
77,8
78,10
79,11
80,10
81,8
82,7
83,7
84,9
85,9
86,9
87,10
88,11
89,11
90,6
91,11
92,12
93,7
94,8
95,9
96,8
97,10
98,11
99,11
100,10
101,7
102,11
103,8
104,10
105,7
106,9
107,10
108,9
109,9
110,9
111,7
112,7
113,9
114,11
115,8
116,7
117,11
118,9
119,9
120,8
121,8
122,11
123,8
124,6
125,10
126,9
127,10
128,8
129,11
130,9
131,9
132,8
133,6
134,8
135,10
136,9
137,9
138,8
139,11
140,9
141,10
142,10
143,11
144,10
145,8
146,8
147,11
148,7
149,9
150,9
151,10
152,11
153,8
154,7
155,10
156,10
157,8
158,10
159,10
160,10
161,9
162,9
163,8
164,10
165,9
166,6
167,8
168,11
169,7
170,8
171,11
172,9
173,7
174,10
175,10
176,8
177,7
178,6
179,8
180,8
181,7
182,6
183,7
184,5
185,10
186,4
187,5
188,6
189,5
190,6
191,5
192,5
193,8
194,6
195,9
196,8
197,7
198,6
199,8
