,number_pca_components_class
0,8
1,13
2,16
3,15
4,20
5,18
6,20
7,18
8,17
9,17
10,18
11,18
12,13
13,7
14,14
15,17
16,18
17,18
18,11
19,19
20,14
21,14
22,12
23,5
24,14
25,14
26,15
27,16
28,17
29,15
30,16
31,14
32,15
33,17
34,15
35,17
36,13
37,14
38,13
39,14
40,17
41,19
42,15
43,14
44,15
45,8
46,16
47,15
48,18
49,20
50,18
51,18
52,16
53,21
54,17
55,14
56,16
57,17
58,16
59,17
60,11
61,15
62,14
63,14
64,20
65,16
66,18
67,19
68,13
69,18
70,13
71,13
72,15
73,15
74,14
75,19
76,20
77,13
78,18
79,20
80,18
81,15
82,10
83,12
84,18
85,14
86,16
87,17
88,20
89,20
90,9
91,17
92,22
93,12
94,14
95,17
96,15
97,20
98,19
99,19
100,16
101,14
102,21
103,14
104,17
105,11
106,15
107,19
108,16
109,14
110,16
111,13
112,11
113,14
114,21
115,14
116,13
117,20
118,16
119,16
120,13
121,14
122,20
123,14
124,10
125,16
126,14
127,18
128,13
129,20
130,15
131,15
132,15
133,10
134,13
135,17
136,15
137,16
138,13
139,21
140,15
141,18
142,18
143,17
144,17
145,13
146,14
147,19
148,12
149,15
150,15
151,18
152,18
153,14
154,13
155,17
156,16
157,15
158,18
159,18
160,17
161,15
162,17
163,13
164,17
165,16
166,10
167,13
168,18
169,12
170,15
171,18
172,15
173,13
174,18
175,16
176,13
177,12
178,11
179,13
180,14
181,12
182,10
183,12
184,8
185,17
186,5
187,6
188,11
189,8
190,11
191,7
192,8
193,13
194,11
195,15
196,15
197,14
198,12
199,13
