epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
11,80.03333333333333,98.5,98.59
12,80.7,98.42333333333333,98.45
13,80.97999999999999,98.02666666666666,97.66
14,81.06833333333333,98.79333333333334,98.61
15,81.145,98.50333333333333,98.48
16,81.11166666666666,98.83166666666666,98.7
17,81.13333333333334,98.72166666666666,98.49
18,81.01166666666667,98.32666666666667,98.38
19,80.97833333333332,98.18833333333333,97.91
20,80.92666666666666,98.345,98.2
21,80.92,97.63166666666667,97.64
22,80.88166666666666,98.28166666666667,98.19
23,80.905,98.105,98.0
24,80.85833333333333,98.45833333333334,98.27
25,80.73166666666667,98.35333333333334,98.34
26,80.77666666666666,97.93833333333333,97.84
27,80.765,98.12833333333333,97.87
28,80.715,98.42,98.31
29,80.705,98.58166666666666,98.22
30,80.55,97.92999999999999,97.78
31,80.53833333333333,98.26,98.17
32,80.53333333333333,97.32,97.42
33,80.46666666666667,97.775,97.89999999999999
34,80.38499999999999,97.715,97.83
35,80.48166666666667,98.06333333333333,98.00999999999999
36,80.42,97.22166666666666,97.21
37,80.415,97.13166666666667,97.38
38,80.365,96.34,96.73
39,80.19666666666667,96.97333333333333,97.2
40,80.07666666666667,97.44500000000001,97.41
41,80.25666666666666,97.93833333333333,98.08
42,80.19833333333334,97.96833333333333,98.05
43,80.20333333333333,97.005,97.19
44,80.19,97.43166666666667,97.56
45,80.12666666666667,97.48,97.39999999999999
46,79.98333333333333,97.67666666666666,97.7
47,80.09833333333334,98.09333333333333,98.2
48,79.76333333333334,97.715,97.57000000000001
49,79.93333333333334,96.025,96.21
50,80.135,97.30666666666666,97.53
51,79.93666666666667,97.55333333333334,97.58
52,79.88499999999999,97.455,97.46000000000001
53,79.90833333333333,98.03666666666668,98.18
54,80.05333333333333,97.405,97.48
55,79.92833333333334,97.905,97.87
56,79.86166666666666,97.18,97.36
57,79.375,95.98833333333333,96.48
58,79.61666666666667,96.925,97.13000000000001
59,79.60000000000001,97.00999999999999,97.26
60,79.78,96.37666666666667,96.2
61,79.77499999999999,94.21166666666667,94.19999999999999
62,79.59833333333334,95.80166666666666,95.98
63,79.70833333333334,97.67166666666667,97.52
64,79.74666666666667,97.30666666666666,97.3
65,79.64833333333333,96.95833333333333,97.07000000000001
66,79.50333333333333,96.90333333333334,97.04
67,79.41166666666668,94.86666666666666,95.1
68,79.335,97.33500000000001,97.44
69,79.52166666666668,96.56666666666666,96.39999999999999
70,79.635,97.53166666666667,97.64
71,79.41166666666668,95.765,96.07
72,79.49166666666667,97.1,97.27
73,79.265,97.485,97.69
74,79.55666666666666,96.33833333333334,96.43
75,79.24166666666666,96.76,96.94
76,79.37833333333333,97.28166666666667,97.16
77,79.45333333333333,96.60833333333333,96.74000000000001
78,79.51833333333333,96.66833333333334,96.82
79,79.315,97.12833333333334,97.19
80,79.27499999999999,95.93333333333334,95.56
81,79.24833333333333,96.65333333333334,97.09
82,79.37666666666667,97.165,97.14
83,79.43333333333334,97.35666666666667,97.59
84,79.24666666666667,95.26666666666667,94.97
85,79.12666666666667,97.15166666666667,97.3
86,79.39833333333334,96.46166666666667,96.48
87,79.28500000000001,96.925,97.18
88,79.36999999999999,95.955,95.84
89,79.39500000000001,96.675,96.85000000000001
90,79.35833333333333,96.57833333333333,96.92
91,79.27166666666666,97.06,97.1
92,79.39666666666668,96.10166666666666,96.31
93,79.29166666666667,97.32499999999999,97.28999999999999
94,78.78333333333333,96.92666666666668,97.02
95,79.55833333333334,97.63833333333334,97.63
96,79.23333333333333,95.51833333333335,95.7
97,79.185,96.22833333333334,96.15
98,79.32666666666667,94.62166666666667,94.65
99,77.94,94.94166666666666,95.3
100,79.15166666666667,94.89833333333333,94.87
