,number_pca_components_class
0,36
1,36
2,48
3,50
4,47
5,57
6,58
7,58
8,50
9,51
10,57
11,56
12,35
13,30
14,48
15,61
16,64
17,61
18,46
19,56
20,46
21,52
22,41
23,24
24,56
25,55
26,55
27,61
28,54
29,59
30,56
31,48
32,57
33,53
34,50
35,52
36,47
37,52
38,54
39,50
40,63
41,60
42,58
43,56
44,39
45,35
46,57
47,55
48,58
49,60
50,51
51,54
52,50
53,63
54,58
55,46
56,48
57,50
58,48
59,65
60,44
61,51
62,58
63,63
64,69
65,51
66,65
67,72
68,49
69,64
70,38
71,54
72,63
73,64
74,49
75,65
76,72
77,57
78,50
79,74
80,73
81,39
82,41
83,58
84,55
85,59
86,55
87,60
88,70
89,66
90,41
91,52
92,68
93,43
94,37
95,61
96,55
97,58
98,59
99,71
100,66
101,53
102,73
103,36
104,59
105,50
106,61
107,46
108,48
109,59
110,65
111,35
112,48
113,69
114,57
115,32
116,43
117,63
118,46
119,52
120,58
121,44
122,68
123,57
124,32
125,62
126,40
127,65
128,44
129,56
130,66
131,66
132,60
133,30
134,61
135,65
136,53
137,62
138,54
139,67
140,56
141,64
142,62
143,44
144,63
145,38
146,46
147,66
148,55
149,69
150,66
151,66
152,58
153,36
154,46
155,64
156,64
157,56
158,70
159,69
160,70
161,63
162,58
163,50
164,52
165,44
166,27
167,45
168,72
169,50
170,53
171,62
172,67
173,52
174,58
175,69
176,45
177,41
178,40
179,55
180,56
181,43
182,40
183,45
184,36
185,62
186,32
187,32
188,55
189,47
190,45
191,26
192,27
193,40
194,48
195,59
196,47
197,58
198,51
199,49
