epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,10.796,11.358,11.44,11.036,12.388,12.42
1,18.062,28.954,28.970000000000002,22.512,38.97,38.05
2,20.41,31.86,31.81,25.576,43.656,42.55
4,21.076,27.264,26.369999999999997,30.694,44.85,42.04
6,20.946,23.87,22.68,29.110000000000003,34.516000000000005,31.009999999999998
8,22.25,22.753999999999998,21.15,32.728,33.694,30.12
10,26.128,25.056,22.28,34.996,32.574,27.76
12,26.8,25.31,23.26,38.722,34.008,28.799999999999997
14,33.117999999999995,26.764,23.330000000000002,42.104,31.648,25.5
16,36.644,29.572,25.09,45.974,35.016000000000005,28.21
18,36.57,27.939999999999998,23.95,46.872,33.56,26.93
20,36.716,27.01,22.33,52.714000000000006,34.862,26.68
25,42.008,30.0,25.15,58.402,38.082,29.34
30,46.326,31.032,25.09,64.17399999999999,38.638,28.77
35,48.516,31.932,25.22,71.684,41.738,30.990000000000002
40,56.302,35.108,27.38,73.518,41.46,30.86
45,53.174,32.98,25.75,74.28399999999999,41.32,29.81
50,52.474,31.840000000000003,24.51,75.976,41.142,29.959999999999997
55,65.16999999999999,35.798,26.47,84.97200000000001,42.51,30.580000000000002
60,66.024,35.664,26.0,87.498,42.78,30.5
65,65.646,35.866,26.14,87.142,43.096000000000004,30.769999999999996
