epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,10.038,10.076,9.98,10.45,11.006,10.89
1,12.336,18.534,19.08,15.486,30.56,30.37
2,13.52,20.088,19.689999999999998,17.648,32.168,32.019999999999996
4,14.57,17.886,17.330000000000002,21.349999999999998,27.182000000000002,25.5
6,15.182,14.066,13.07,23.848,22.445999999999998,21.08
8,15.78,13.306000000000001,12.35,23.73,20.354,18.5
10,17.954,14.878,13.950000000000001,29.046,22.317999999999998,19.580000000000002
12,21.708,18.258,16.43,34.1,23.644000000000002,20.330000000000002
14,21.94,16.604,15.010000000000002,36.54,22.414,18.6
16,24.424,16.982,15.5,41.4,21.988,18.360000000000003
18,25.075999999999997,17.07,15.690000000000001,43.63,22.631999999999998,19.35
20,28.65,18.024,15.770000000000001,47.934,23.412,18.87
25,32.256,18.168,15.32,53.978,23.68,18.05
30,35.034,19.296,16.950000000000003,56.774,24.712,20.04
35,40.5,18.836,15.49,62.904,24.43,18.52
40,42.426,19.444,15.8,67.268,24.884,18.65
45,48.211999999999996,21.292,17.46,73.398,25.857999999999997,19.03
50,50.112,21.634,17.69,73.848,26.092,20.23
55,54.224000000000004,21.894,17.51,77.864,26.096000000000004,19.46
60,56.794,22.484,18.08,82.86200000000001,26.76,20.080000000000002
65,58.98,22.546,18.29,84.226,26.816000000000003,20.119999999999997
70,59.202,22.558,18.360000000000003,86.792,27.01,20.419999999999998
75,62.541999999999994,22.73,17.98,90.29,27.076,20.01
