,number_pca_components_class
0,173
1,117
2,139
3,147
4,137
5,183
6,171
7,170
8,137
9,140
10,176
11,158
12,120
13,150
14,164
15,197
16,192
17,191
18,173
19,166
20,126
21,167
22,137
23,119
24,179
25,171
26,166
27,171
28,140
29,176
30,169
31,168
32,168
33,162
34,141
35,128
36,162
37,168
38,176
39,159
40,190
41,175
42,184
43,157
44,127
45,149
46,170
47,178
48,153
49,142
50,113
51,127
52,124
53,142
54,158
55,123
56,131
57,122
58,140
59,217
60,158
61,166
62,174
63,191
64,217
65,171
66,169
67,211
68,137
69,189
70,133
71,164
72,209
73,220
74,173
75,192
76,225
77,178
78,138
79,229
80,234
81,106
82,141
83,200
84,148
85,174
86,165
87,157
88,215
89,204
90,188
91,144
92,194
93,143
94,123
95,180
96,169
97,173
98,177
99,217
100,205
101,179
102,211
103,141
104,178
105,155
106,185
107,135
108,161
109,201
110,176
111,120
112,167
113,207
114,170
115,145
116,142
117,182
118,120
119,170
120,200
121,144
122,212
123,173
124,123
125,207
126,138
127,179
128,148
129,170
130,199
131,221
132,193
133,97
134,179
135,223
136,166
137,195
138,193
139,204
140,160
141,182
142,204
143,112
144,209
145,134
146,162
147,194
148,170
149,227
150,196
151,177
152,176
153,138
154,143
155,164
156,193
157,152
158,208
159,223
160,202
161,213
162,143
163,188
164,145
165,115
166,104
167,159
168,232
169,171
170,134
171,165
172,201
173,146
174,165
175,224
176,140
177,139
178,129
179,188
180,188
181,163
182,159
183,165
184,172
185,207
186,167
187,160
188,198
189,176
190,161
191,94
192,129
193,144
194,124
195,152
196,167
197,174
198,149
199,165
