epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,10.796,11.358,11.44,11.036,12.388,12.42
1,18.387999999999998,29.698,29.830000000000002,23.36,41.654,41.31
2,21.035999999999998,33.72,33.47,26.178,44.812000000000005,44.04
4,22.014,29.548000000000002,28.49,29.86,43.786,41.47
6,22.323999999999998,26.948,25.509999999999998,30.508000000000003,37.844,34.75
8,22.666,24.786,22.84,31.826,34.672,30.880000000000003
10,24.386,23.93,21.69,34.82,31.36,26.779999999999998
12,28.799999999999997,25.438,22.58,38.826,33.866,28.32
14,29.831999999999997,26.268,22.89,42.85,35.464,29.299999999999997
16,36.918,29.662,25.82,46.23,34.982,28.18
18,35.465999999999994,27.906,24.060000000000002,47.227999999999994,34.202,27.089999999999996
20,36.368,27.786,22.900000000000002,50.818,36.266,28.29
25,44.192,31.232,26.44,59.897999999999996,38.156,29.630000000000003
30,49.486000000000004,31.697999999999997,25.369999999999997,63.666,36.704,27.18
35,50.151999999999994,31.358000000000004,25.900000000000002,68.23599999999999,38.472,28.12
40,53.996,33.284000000000006,25.919999999999998,73.72800000000001,40.632000000000005,29.220000000000002
45,60.718,34.904,26.68,81.506,42.098,29.970000000000002
50,66.46600000000001,36.01,26.83,87.046,42.948,30.09
